,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Source_NodeType,Target_NodeType
26,493094,0,572391,5001127,1.0,,,,,,,1,1
27,536003,0,572391,5047092,1.0,,,,,,,1,1
28,614761,0,572391,5120855,1.0,,,,,,,1,1
29,521318,0,572391,5380865,1.0,,,,,,,1,1
30,572391,0,493094,5415006,1.0,,,,,,,1,1
31,542649,0,493094,5549295,1.0,,,,,,,1,1
32,614761,0,538892,5552690,1.0,,,,,,,1,1
33,614761,1,538892,5568861,1.0,1.0,2.0,-27.7842,-8.74823,-23.5953,91.3571,1,1
34,493094,0,536003,5570859,1.0,,,,,,,1,1
35,572391,0,493094,5600496,1.0,,,,,,,1,1
36,536003,0,493094,5657250,1.0,,,,,,,1,1
37,542649,0,493094,5695888,1.0,,,,,,,1,1
38,493094,0,572391,5768758,1.0,,,,,,,1,1
39,500813,0,542965,5776123,1.0,,,,,,,1,1
40,500813,0,614761,5822309,1.0,,,,,,,1,1
41,493094,0,536003,5927475,1.0,,,,,,,1,1
42,521318,0,493094,5939231,1.0,,,,,,,1,1
43,572391,0,493094,5946490,1.0,,,,,,,1,1
44,521318,0,572391,5953630,1.0,,,,,,,1,1
45,536003,0,572391,5997711,1.0,,,,,,,1,1
46,536003,0,493094,6045248,1.0,,,,,,,1,1
47,521318,0,572391,6088471,1.0,,,,,,,1,1
48,493094,0,536003,6099754,1.0,,,,,,,1,1
49,572391,0,493094,6264092,1.0,,,,,,,1,1
50,538892,0,500813,6547149,1.0,,,,,,,1,1
51,493094,0,536003,6551747,1.0,,,,,,,1,1
52,536003,0,572391,6661462,1.0,,,,,,,1,1
53,521318,0,493094,6707208,1.0,,,,,,,1,1
54,493094,0,572391,6741098,1.0,,,,,,,1,1
55,493094,0,536003,6868180,1.0,,,,,,,1,1
56,572391,0,493094,6969107,1.0,,,,,,,1,1
57,521318,0,572391,7234277,1.0,,,,,,,1,1
58,538892,1,572391,7238975,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,1,1
59,493094,0,572391,7257372,1.0,,,,,,,1,1
60,493094,0,536003,7361660,1.0,,,,,,,1,1
61,614761,1,500813,7532107,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493,1,1
62,614761,0,542965,7616725,1.0,,,,,,,1,1
63,493094,0,572391,7632859,1.0,,,,,,,1,1
64,493094,0,572391,7691776,1.0,,,,,,,1,1
65,521318,0,493094,7902315,1.0,,,,,,,1,1
66,572391,0,493094,8028888,1.0,,,,,,,1,1
67,538892,1,572391,8055403,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,1,1
68,521318,0,572391,8119549,1.0,,,,,,,1,1
69,538892,1,500813,8277723,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493,1,1
70,572391,0,493094,8396953,1.0,,,,,,,1,1
71,538892,1,542965,8521304,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,1,1
72,521318,0,572391,8698081,1.0,,,,,,,1,1
73,541619,1,607386,8912739,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1
74,572391,0,493094,8951610,1.0,,,,,,,1,1
75,614761,1,572391,9032836,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1
76,544074,0,516236,9043949,1.0,,,,,,,1,1
77,544074,0,516236,9056801,1.0,,,,,,,1,1
78,493652,1,607386,9064253,1.0,5.0,0.0,24.9831,155.446,33.5741,-40.3904,1,1
79,493652,1,538892,9115787,1.0,5.0,2.0,24.9831,155.446,-23.5953,91.3571,1,1
80,544074,0,607386,9132905,1.0,,,,,,,1,1
81,538892,1,542965,9173851,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,1,1
82,544074,0,493652,9188843,1.0,,,,,,,1,1
83,541619,1,607386,9268385,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1
84,538892,1,607386,9366388,1.0,2.0,0.0,-23.5953,91.3571,33.5741,-40.3904,1,1
85,541619,0,538892,9412792,1.0,,,,,,,1,1
86,572391,0,542649,9421205,1.0,,,,,,,1,1
87,542649,0,572391,9466049,1.0,,,,,,,1,1
88,500813,1,542965,9621064,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,1,1
89,544074,0,493652,9633884,1.0,,,,,,,1,1
90,541619,1,607386,9637884,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1
91,538892,1,544074,9640210,1.0,2.0,4.0,-23.5953,91.3571,2.35166,-161.322,1,1
92,500813,1,542965,9662291,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,1,1
93,500813,0,614761,9670356,1.0,,,,,,,1,1
94,493652,1,516236,9732498,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,1,1
95,544074,0,541619,9798433,1.0,,,,,,,1,1
96,541619,1,544074,9857200,1.0,4.0,4.0,5.91178,-161.276,2.35166,-161.322,1,1
97,572391,0,542649,9906612,1.0,,,,,,,1,1
98,614761,1,542965,10045065,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4,1,1
99,538892,1,493652,10142894,1.0,2.0,5.0,-23.5953,91.3571,24.9831,155.446,1,1
100,541619,0,493652,10234286,1.0,,,,,,,1,1
101,516236,1,538892,10245839,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,1,1
102,493652,1,544074,10284633,1.0,5.0,4.0,24.9831,155.446,2.35166,-161.322,1,1
103,607386,0,516236,10300433,1.0,,,,,,,1,1
104,493652,1,541619,10335267,1.0,5.0,4.0,24.9831,155.446,5.91178,-161.276,1,1
105,544074,0,541619,10375445,1.0,,,,,,,1,1
106,607386,0,538892,10473136,1.0,,,,,,,1,1
107,541619,0,516236,10533925,1.0,,,,,,,1,1
108,493652,0,538892,10571496,1.0,,,,,,,1,1
109,542649,2,476813,10573552,398.0,,,,,,,1,2
110,572391,3,476813,10573552,398.0,,,,,,,1,2
111,542649,0,572391,10573818,1.0,,,,,,,1,1
112,493652,1,516236,10607688,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,1,1
113,614761,1,572391,10706025,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1
114,544074,0,516236,10753668,1.0,,,,,,,1,1
115,607386,0,493652,10820701,1.0,,,,,,,1,1
116,541619,0,607386,10866945,1.0,,,,,,,1,1
117,544074,0,541619,10914107,1.0,,,,,,,1,1
118,614761,1,572391,10985332,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1
119,544074,0,541619,11057489,1.0,,,,,,,1,1
120,516236,1,538892,11075131,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,1,1
121,607386,0,541619,11104277,1.0,,,,,,,1,1
122,607386,0,538892,11212797,1.0,,,,,,,1,1
123,493652,0,538892,11235305,1.0,,,,,,,1,1
124,542649,2,476813,11457714,123.0,,,,,,,1,2
125,572391,3,476813,11457714,123.0,,,,,,,1,2
126,572391,0,542649,11961227,1.0,,,,,,,1,1
127,542649,2,476813,12032171,171.0,,,,,,,1,2
128,572391,3,476813,12032171,171.0,,,,,,,1,2
129,542649,2,476813,12110938,364.0,,,,,,,1,2
130,572391,3,476813,12110938,364.0,,,,,,,1,2
131,542649,0,572391,12641770,1.0,,,,,,,1,1
132,542649,2,476813,13053223,110.0,,,,,,,1,2
133,572391,3,476813,13053223,110.0,,,,,,,1,2
134,542649,0,572391,13490410,1.0,,,,,,,1,1
135,542649,0,572391,13687156,1.0,,,,,,,1,1
136,629627,6,657173,13716556,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5
137,585212,6,657173,14321356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5
138,629627,6,625756,14926156,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
139,542649,2,476813,15115449,150.0,,,,,,,1,2
140,572391,3,476813,15115449,150.0,,,,,,,1,2
141,534034,6,657173,15185356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5
142,599441,6,625756,15703756,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
143,534034,6,625756,15876556,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
144,538892,0,541619,16628392,1.0,,,,,,,1,1
145,599441,6,509607,16826956,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
146,538892,0,541619,16897710,1.0,,,,,,,1,1
147,534034,6,509607,16999756,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
148,544074,1,538892,17121072,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
149,544074,1,541619,17149567,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
150,544074,1,541619,17429185,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
151,538892,0,541619,17499134,1.0,,,,,,,1,1
152,599441,6,499467,17518156,3.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5
153,585212,6,509607,17518156,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
154,544074,1,538892,17601232,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
155,629627,6,509607,17690956,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
156,538892,0,544074,17697435,1.0,,,,,,,1,1
157,585212,6,499467,17777356,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5
158,544074,1,541619,17785145,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
159,534034,6,499467,17863756,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5
160,544074,0,538892,17934517,1.0,,,,,,,1,1
161,541619,0,538892,17989009,1.0,,,,,,,1,1
162,538892,0,544074,18132297,1.0,,,,,,,1,1
163,544074,1,541619,18186660,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
164,544074,0,541619,18196252,1.0,,,,,,,1,1
165,538892,0,544074,18337188,1.0,,,,,,,1,1
166,544074,0,538892,18636988,1.0,,,,,,,1,1
167,544074,1,538892,18711916,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
168,544074,1,541619,18869662,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
169,544074,0,541619,18898309,1.0,,,,,,,1,1
170,538892,0,541619,18973146,1.0,,,,,,,1,1
171,544074,0,541619,19022747,1.0,,,,,,,1,1
172,544074,1,541619,19058010,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
173,542965,6,509607,19073356,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
174,544074,0,538892,19167417,1.0,,,,,,,1,1
175,544074,1,538892,19177189,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
176,544074,1,538892,19256891,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
177,635665,6,625756,19332556,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5
178,538892,0,544074,19361607,1.0,,,,,,,1,1
179,544074,0,541619,19623842,1.0,,,,,,,1,1
180,544074,1,538892,19696142,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1
181,544074,1,541619,19855205,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
182,544074,0,541619,19884838,1.0,,,,,,,1,1
183,538892,0,541619,20000695,1.0,,,,,,,1,1
184,538892,6,509607,20023756,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5
185,541619,0,544074,20033852,1.0,,,,,,,1,1
186,544074,0,538892,20064067,1.0,,,,,,,1,1
187,568093,6,625756,20110156,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5
188,544074,1,541619,20128854,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1
189,541619,0,538892,20176137,1.0,,,,,,,1,1
190,568093,6,499467,20974156,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5
191,464459,6,625756,21233356,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5
192,464459,6,499467,21838156,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5
193,635665,6,499467,22010956,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5
194,568093,6,561157,23652556,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,1,5
195,635665,6,561157,23738956,6.0,2.0,0.0,-22.0,91.0,33.0,-41.0,1,5
196,570284,6,509607,24948556,1.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5
197,643925,6,625756,25466956,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
198,649553,6,625756,25553356,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
199,570284,6,625756,26503756,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5
200,643925,6,509607,26762956,4.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5
201,649553,6,509607,26935756,2.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5
202,570284,6,616453,28231756,2.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
203,649553,6,616453,28577356,6.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
204,570284,6,561157,28663756,6.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5
205,643925,6,561157,28750156,5.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5
206,598006,6,657173,29873356,1.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
207,612711,6,561157,30132556,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5
208,598006,6,561157,30478156,3.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5
209,643411,6,561157,31514956,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5
210,610497,5,640784,31536000,271.92,,,,,,,1,4
211,610497,5,630626,31536000,961.13,,,,,,,1,4
212,552988,5,610497,31536000,3704.63,,,,,,,4,1
213,610497,5,567195,31536000,2020.36,,,,,,,1,4
214,610497,5,527449,31536000,164.35,,,,,,,1,4
215,610497,5,459381,31536000,516.88,,,,,,,1,4
216,610497,5,595298,31536000,707.62,,,,,,,1,4
217,610497,5,466907,31536000,382.9,,,,,,,1,4
218,610497,5,589943,31536000,299.92,,,,,,,1,4
219,610497,5,537281,31536000,476.32,,,,,,,1,4
220,610497,5,523927,31536000,191.06,,,,,,,1,4
221,610497,5,580426,31536000,180.33,,,,,,,1,4
222,610497,5,616315,31536000,365.16,,,,,,,1,4
223,610497,5,503701,31536000,1626.32,,,,,,,1,4
224,610497,5,632961,31536000,196.78,,,,,,,1,4
225,610497,5,473173,31536000,91.95,,,,,,,1,4
226,610497,5,620120,31536000,119.2,,,,,,,1,4
227,610497,5,575030,31536000,3200.7,,,,,,,1,4
228,578531,5,640784,31536000,127.15,,,,,,,1,4
229,578531,5,503218,31536000,794.95,,,,,,,1,4
230,578531,5,630626,31536000,5216.01,,,,,,,1,4
231,510031,5,578531,31536000,535.49,,,,,,,4,1
232,552988,5,578531,31536000,44432.6,,,,,,,4,1
233,578531,5,567195,31536000,4032.44,,,,,,,1,4
234,578531,5,527449,31536000,112.79,,,,,,,1,4
235,578531,5,459381,31536000,564.37,,,,,,,1,4
236,578531,5,595298,31536000,3687.96,,,,,,,1,4
237,578531,5,466907,31536000,604.91,,,,,,,1,4
238,578531,5,606730,31536000,1122.89,,,,,,,1,4
239,578531,5,589943,31536000,1464.95,,,,,,,1,4
240,578531,5,577992,31536000,4967.63,,,,,,,1,4
241,578531,5,537281,31536000,951.82,,,,,,,1,4
242,578531,5,523927,31536000,1875.25,,,,,,,1,4
243,578531,5,580426,31536000,765.2,,,,,,,1,4
244,578531,5,616315,31536000,94.12,,,,,,,1,4
245,578531,5,642329,31536000,842.49,,,,,,,1,4
246,578531,5,503701,31536000,2131.32,,,,,,,1,4
247,578531,5,632961,31536000,779.39,,,,,,,1,4
248,578531,5,473173,31536000,979.19,,,,,,,1,4
249,578531,5,620120,31536000,6814.56,,,,,,,1,4
250,578531,5,575030,31536000,3994.14,,,,,,,1,4
251,578531,5,621924,31536000,1367.71,,,,,,,1,4
252,657076,5,640784,31536000,983.51,,,,,,,1,4
253,657076,5,630626,31536000,4887.83,,,,,,,1,4
254,552988,5,657076,31536000,36157.5,,,,,,,4,1
255,657076,5,527449,31536000,384.3,,,,,,,1,4
256,657076,5,459381,31536000,595.71,,,,,,,1,4
257,657076,5,595298,31536000,2596.98,,,,,,,1,4
258,657076,5,466907,31536000,458.72,,,,,,,1,4
259,657076,5,589943,31536000,1950.69,,,,,,,1,4
260,657076,5,537281,31536000,530.82,,,,,,,1,4
261,657076,5,523927,31536000,1922.91,,,,,,,1,4
262,657076,5,580426,31536000,501.28,,,,,,,1,4
263,657076,5,616315,31536000,1384.47,,,,,,,1,4
264,657076,5,642329,31536000,719.92,,,,,,,1,4
265,657076,5,503701,31536000,180.6,,,,,,,1,4
266,657076,5,473173,31536000,242.37,,,,,,,1,4
267,657076,5,620120,31536000,5823.53,,,,,,,1,4
268,657076,5,575030,31536000,7256.03,,,,,,,1,4
269,657076,5,621924,31536000,1257.76,,,,,,,1,4
270,478754,5,630626,31536000,6376.02,,,,,,,1,4
271,510031,5,478754,31536000,197.45,,,,,,,4,1
272,552988,5,478754,31536000,29465.3,,,,,,,4,1
273,478754,5,527449,31536000,334.0,,,,,,,1,4
274,478754,5,459381,31536000,546.44,,,,,,,1,4
275,478754,5,595298,31536000,1567.57,,,,,,,1,4
276,478754,5,466907,31536000,1232.64,,,,,,,1,4
277,478754,5,589943,31536000,1763.76,,,,,,,1,4
278,478754,5,577992,31536000,179.32,,,,,,,1,4
279,478754,5,523927,31536000,904.42,,,,,,,1,4
280,478754,5,616315,31536000,671.78,,,,,,,1,4
281,478754,5,642329,31536000,885.78,,,,,,,1,4
282,478754,5,571970,31536000,132.51,,,,,,,1,4
283,478754,5,632961,31536000,105.23,,,,,,,1,4
284,478754,5,473173,31536000,2312.74,,,,,,,1,4
285,478754,5,620120,31536000,2277.9,,,,,,,1,4
286,478754,5,621924,31536000,611.39,,,,,,,1,4
287,575295,5,630626,31536000,1131.09,,,,,,,1,4
288,552988,5,575295,31536000,25163.8,,,,,,,4,1
289,575295,5,527449,31536000,516.47,,,,,,,1,4
290,575295,5,459381,31536000,173.64,,,,,,,1,4
291,575295,5,595298,31536000,1609.94,,,,,,,1,4
292,575295,5,466907,31536000,429.42,,,,,,,1,4
293,575295,5,577992,31536000,2117.18,,,,,,,1,4
294,575295,5,537281,31536000,277.44,,,,,,,1,4
295,575295,5,523927,31536000,1211.81,,,,,,,1,4
296,575295,5,595581,31536000,1191.34,,,,,,,1,4
297,575295,5,616315,31536000,2.91,,,,,,,1,4
298,575295,5,642329,31536000,280.94,,,,,,,1,4
299,575295,5,571970,31536000,60.24,,,,,,,1,4
300,575295,5,632961,31536000,281.97,,,,,,,1,4
301,575295,5,473173,31536000,2150.02,,,,,,,1,4
302,575295,5,620120,31536000,1213.18,,,,,,,1,4
303,575295,5,575030,31536000,5529.22,,,,,,,1,4
304,575295,5,621924,31536000,1638.18,,,,,,,1,4
305,568284,5,630626,31536000,5053.94,,,,,,,1,4
306,552988,5,568284,31536000,7039.65,,,,,,,4,1
307,568284,5,567195,31536000,1147.37,,,,,,,1,4
308,568284,5,527449,31536000,285.7,,,,,,,1,4
309,568284,5,459381,31536000,267.45,,,,,,,1,4
310,568284,5,595298,31536000,3054.32,,,,,,,1,4
311,568284,5,466907,31536000,701.36,,,,,,,1,4
312,568284,5,589943,31536000,369.91,,,,,,,1,4
313,568284,5,577992,31536000,279.83,,,,,,,1,4
314,568284,5,537281,31536000,141.32,,,,,,,1,4
315,568284,5,523927,31536000,584.34,,,,,,,1,4
316,568284,5,595581,31536000,1772.19,,,,,,,1,4
317,568284,5,616315,31536000,955.54,,,,,,,1,4
318,568284,5,642329,31536000,818.09,,,,,,,1,4
319,568284,5,503701,31536000,2456.28,,,,,,,1,4
320,568284,5,571970,31536000,92.37,,,,,,,1,4
321,568284,5,632961,31536000,439.2,,,,,,,1,4
322,568284,5,473173,31536000,3084.78,,,,,,,1,4
323,568284,5,620120,31536000,164.3,,,,,,,1,4
324,568284,5,575030,31536000,3861.34,,,,,,,1,4
325,568284,5,621924,31536000,817.27,,,,,,,1,4
326,508898,5,503218,31536000,1437.55,,,,,,,1,4
327,508898,5,630626,31536000,7216.68,,,,,,,1,4
328,510031,5,508898,31536000,2664.62,,,,,,,4,1
329,552988,5,508898,31536000,50214.1,,,,,,,4,1
330,508898,5,567195,31536000,5377.2,,,,,,,1,4
331,508898,5,527449,31536000,73.45,,,,,,,1,4
332,508898,5,459381,31536000,624.98,,,,,,,1,4
333,508898,5,595298,31536000,2939.52,,,,,,,1,4
334,508898,5,466907,31536000,1068.85,,,,,,,1,4
335,508898,5,589943,31536000,2951.76,,,,,,,1,4
336,508898,5,537281,31536000,1414.3,,,,,,,1,4
337,508898,5,523927,31536000,3035.49,,,,,,,1,4
338,508898,5,580426,31536000,384.0,,,,,,,1,4
339,508898,5,595581,31536000,1272.62,,,,,,,1,4
340,508898,5,642329,31536000,187.12,,,,,,,1,4
341,508898,5,503701,31536000,3744.72,,,,,,,1,4
342,508898,5,473173,31536000,1245.58,,,,,,,1,4
343,508898,5,620120,31536000,13481.8,,,,,,,1,4
344,508898,5,575030,31536000,19974.0,,,,,,,1,4
345,508898,5,621924,31536000,1053.33,,,,,,,1,4
346,510031,5,538892,31536000,612.53,,,,,,,4,1
347,552988,5,538892,31536000,7866.03,,,,,,,4,1
348,538892,5,567195,31536000,804.6,,,,,,,1,4
349,538892,5,527449,31536000,66.56,,,,,,,1,4
350,538892,5,459381,31536000,206.85,,,,,,,1,4
351,538892,5,595298,31536000,2929.23,,,,,,,1,4
352,538892,5,466907,31536000,411.67,,,,,,,1,4
353,538892,5,589943,31536000,1336.5,,,,,,,1,4
354,538892,5,577992,31536000,2087.94,,,,,,,1,4
355,538892,5,537281,31536000,115.09,,,,,,,1,4
356,538892,5,523927,31536000,318.53,,,,,,,1,4
357,538892,5,580426,31536000,287.96,,,,,,,1,4
358,538892,5,642329,31536000,1700.68,,,,,,,1,4
359,538892,5,632961,31536000,232.76,,,,,,,1,4
360,538892,5,473173,31536000,397.53,,,,,,,1,4
361,620120,5,538892,31536000,1256.32,,,,,,,4,1
362,538892,5,575030,31536000,2011.04,,,,,,,1,4
363,538892,5,621924,31536000,7084.51,,,,,,,1,4
364,510031,5,572391,31536000,323.44,,,,,,,4,1
365,552988,5,572391,31536000,9063.18,,,,,,,4,1
366,572391,5,567195,31536000,593.37,,,,,,,1,4
367,572391,5,527449,31536000,377.58,,,,,,,1,4
368,572391,5,459381,31536000,330.92,,,,,,,1,4
369,572391,5,595298,31536000,642.73,,,,,,,1,4
370,572391,5,466907,31536000,288.38,,,,,,,1,4
371,572391,5,589943,31536000,1117.58,,,,,,,1,4
372,572391,5,577992,31536000,619.38,,,,,,,1,4
373,572391,5,537281,31536000,315.44,,,,,,,1,4
374,572391,5,580426,31536000,140.14,,,,,,,1,4
375,572391,5,616315,31536000,253.64,,,,,,,1,4
376,572391,5,503701,31536000,1960.88,,,,,,,1,4
377,572391,5,632961,31536000,214.29,,,,,,,1,4
378,572391,5,473173,31536000,787.03,,,,,,,1,4
379,620120,5,572391,31536000,1472.17,,,,,,,4,1
380,572391,5,575030,31536000,7690.99,,,,,,,1,4
381,572391,5,621924,31536000,3433.52,,,,,,,1,4
382,552988,5,542965,31536000,14865.8,,,,,,,4,1
383,542965,5,567195,31536000,1031.52,,,,,,,1,4
384,542965,5,527449,31536000,149.53,,,,,,,1,4
385,542965,5,459381,31536000,737.83,,,,,,,1,4
386,542965,5,595298,31536000,3375.37,,,,,,,1,4
387,542965,5,466907,31536000,177.36,,,,,,,1,4
388,542965,5,589943,31536000,232.68,,,,,,,1,4
389,542965,5,537281,31536000,136.94,,,,,,,1,4
390,542965,5,523927,31536000,1100.57,,,,,,,1,4
391,542965,5,580426,31536000,613.8,,,,,,,1,4
392,542965,5,595581,31536000,1637.51,,,,,,,1,4
393,542965,5,616315,31536000,1420.57,,,,,,,1,4
394,542965,5,642329,31536000,415.8,,,,,,,1,4
395,542965,5,571970,31536000,210.09,,,,,,,1,4
396,542965,5,632961,31536000,373.32,,,,,,,1,4
397,542965,5,473173,31536000,310.96,,,,,,,1,4
398,542965,5,620120,31536000,804.21,,,,,,,1,4
399,542965,5,575030,31536000,8413.6,,,,,,,1,4
400,542965,5,621924,31536000,798.15,,,,,,,1,4
401,536951,5,503218,31536000,1252.81,,,,,,,1,4
402,552988,5,536951,31536000,5234.64,,,,,,,4,1
403,536951,5,567195,31536000,4019.67,,,,,,,1,4
404,536951,5,527449,31536000,507.47,,,,,,,1,4
405,536951,5,459381,31536000,200.63,,,,,,,1,4
406,536951,5,595298,31536000,1391.04,,,,,,,1,4
407,536951,5,466907,31536000,620.27,,,,,,,1,4
408,536951,5,589943,31536000,449.32,,,,,,,1,4
409,536951,5,577992,31536000,2552.28,,,,,,,1,4
410,536951,5,537281,31536000,421.71,,,,,,,1,4
411,536951,5,523927,31536000,475.36,,,,,,,1,4
412,536951,5,580426,31536000,394.63,,,,,,,1,4
413,536951,5,595581,31536000,954.38,,,,,,,1,4
414,536951,5,616315,31536000,2141.56,,,,,,,1,4
415,536951,5,642329,31536000,1414.94,,,,,,,1,4
416,536951,5,503701,31536000,3296.54,,,,,,,1,4
417,536951,5,473173,31536000,221.54,,,,,,,1,4
418,536951,5,620120,31536000,1187.43,,,,,,,1,4
419,536951,5,575030,31536000,4620.27,,,,,,,1,4
420,552988,5,466976,31536000,38019.8,,,,,,,4,1
