,Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,parent,depth,Source_NodeType,Target_NodeType
19,5571770,600971,1,493145,26450203,1.0,0.0,3.0,37.5294,-41.5884,-25.0831,-110.206,600971,-1,1,1
20,5606093,600971,0,539903,22513009,1.0,,,,,,,600971,-1,1,1
21,5939207,600971,0,481910,13910428,1.0,,,,,,,600971,-1,1,1
22,6113454,600971,0,597473,2077516,1.0,,,,,,,600971,-1,1,1
23,6166501,600971,1,514981,16089626,1.0,0.0,4.0,37.5294,-41.5884,3.01286,-162.591,600971,-1,1,1
24,6420261,600971,1,460865,24806215,1.0,0.0,4.0,37.5294,-41.5884,3.43396,-166.868,600971,-1,1,1
25,6521788,600971,1,593940,5371244,1.0,0.0,3.0,37.5294,-41.5884,-25.0608,-110.611,600971,-1,1,1
26,6577147,600971,1,645047,21611459,1.0,0.0,4.0,37.5294,-41.5884,3.10461,-158.62,600971,-1,1,1
27,6611071,600971,1,501694,19034459,1.0,0.0,4.0,37.5294,-41.5884,1.13242,-167.993,600971,-1,1,1
28,6714390,600971,1,481994,3752211,1.0,0.0,1.0,37.5294,-41.5884,-25.692,-13.7927,600971,-1,1,1
29,6848549,600971,1,526618,31137579,1.0,0.0,3.0,37.5294,-41.5884,-25.6331,-110.466,600971,-1,1,1
30,6864660,600971,1,512173,22206615,1.0,0.0,3.0,37.5294,-41.5884,-24.222,-110.594,600971,-1,1,1
31,7037491,600971,0,473838,13070849,1.0,,,,,,,600971,-1,1,1
32,7248786,600971,1,647959,1696325,1.0,0.0,1.0,37.5294,-41.5884,-31.5273,-13.0123,600971,-1,1,1
33,7501048,600971,0,570256,25765565,1.0,,,,,,,600971,-1,1,1
34,7681242,600971,1,629905,15332810,1.0,0.0,4.0,37.5294,-41.5884,1.89019,-169.069,600971,-1,1,1
35,7881904,600971,1,523586,21920454,1.0,0.0,3.0,37.5294,-41.5884,-25.4245,-111.509,600971,-1,1,1
36,8374578,600971,0,492205,22673568,1.0,,,,,,,600971,-1,1,1
37,8473789,600971,1,568224,27998910,1.0,0.0,1.0,37.5294,-41.5884,-29.6954,-10.4941,600971,-1,1,1
38,10499396,600971,0,536589,17484781,1.0,,,,,,,600971,-1,1,1
39,11084834,600971,0,468865,22053433,1.0,,,,,,,600971,-1,1,1
40,11162124,600971,1,616864,18942523,1.0,0.0,5.0,37.5294,-41.5884,23.7289,157.597,600971,-1,1,1
41,11588828,600971,0,571860,15034963,1.0,,,,,,,600971,-1,1,1
42,11988904,600971,1,641009,11864547,1.0,0.0,4.0,37.5294,-41.5884,8.69484,-171.593,600971,-1,1,1
43,12027428,600971,1,607751,26536069,1.0,0.0,1.0,37.5294,-41.5884,-28.9113,-13.7838,600971,-1,1,1
44,12307696,600971,1,627119,17844637,1.0,0.0,3.0,37.5294,-41.5884,-24.9142,-110.532,600971,-1,1,1
45,12373581,600971,1,569460,22646553,1.0,0.0,0.0,37.5294,-41.5884,23.2329,-38.9628,600971,-1,1,1
46,13002662,600971,0,579017,9691655,1.0,,,,,,,600971,-1,1,1
47,13035262,600971,1,590255,18950039,1.0,0.0,1.0,37.5294,-41.5884,-30.2673,-12.1962,600971,-1,1,1
48,13714154,600971,0,614757,23378793,1.0,,,,,,,600971,-1,1,1
49,13797866,600971,0,460615,26203812,1.0,,,,,,,600971,-1,1,1
50,13990537,600971,0,479949,20329488,1.0,,,,,,,600971,-1,1,1
51,14659706,600971,1,641128,28528017,1.0,0.0,4.0,37.5294,-41.5884,-3.02496,-163.247,600971,-1,1,1
52,15247709,600971,0,485523,8056284,1.0,,,,,,,600971,-1,1,1
53,15480308,600971,0,626174,8391058,1.0,,,,,,,600971,-1,1,1
54,15663015,600971,0,563293,24461436,1.0,,,,,,,600971,-1,1,1
55,15824020,600971,0,510324,27063412,1.0,,,,,,,600971,-1,1,1
56,17040024,600971,1,478225,31371878,1.0,0.0,5.0,37.5294,-41.5884,22.3712,158.091,600971,-1,1,1
57,17194390,600971,0,539846,8475912,1.0,,,,,,,600971,-1,1,1
58,17332032,600971,1,588773,3994592,1.0,0.0,2.0,37.5294,-41.5884,-18.8467,90.1872,600971,-1,1,1
59,17351255,600971,0,625455,10989656,1.0,,,,,,,600971,-1,1,1
60,17722132,600971,1,504949,25677054,1.0,0.0,4.0,37.5294,-41.5884,6.91589,-165.164,600971,-1,1,1
61,17722372,600971,1,504949,28170200,1.0,0.0,4.0,37.5294,-41.5884,6.91589,-165.164,600971,-1,1,1
62,17757098,600971,0,509369,27907454,1.0,,,,,,,600971,-1,1,1
63,17791386,600971,1,577681,21438010,1.0,0.0,3.0,37.5294,-41.5884,-25.8273,-110.335,600971,-1,1,1
64,17798251,600971,0,551287,26016050,1.0,,,,,,,600971,-1,1,1
65,17879443,600971,1,571471,28361653,1.0,0.0,5.0,37.5294,-41.5884,21.7176,153.965,600971,-1,1,1
66,18271794,600971,1,630739,7279028,1.0,0.0,1.0,37.5294,-41.5884,-27.943,-13.9311,600971,-1,1,1
67,18500296,600971,1,511666,26547510,1.0,0.0,1.0,37.5294,-41.5884,-33.0491,-11.7748,600971,-1,1,1
68,18649130,600971,1,535085,26142964,1.0,0.0,3.0,37.5294,-41.5884,-25.0122,-111.597,600971,-1,1,1
69,18677757,600971,1,483723,4765295,1.0,0.0,4.0,37.5294,-41.5884,2.33999,-168.73,600971,-1,1,1
70,18734225,600971,0,635997,19452618,1.0,,,,,,,600971,-1,1,1
71,18992716,600971,1,633489,19276362,1.0,0.0,4.0,37.5294,-41.5884,-5.21478,-154.391,600971,-1,1,1
72,19454759,600971,1,591921,2959463,1.0,0.0,5.0,37.5294,-41.5884,20.8602,155.207,600971,-1,1,1
73,19582073,600971,0,478964,10386775,1.0,,,,,,,600971,-1,1,1
74,20166338,600971,0,595882,24907712,1.0,,,,,,,600971,-1,1,1
75,20286592,600971,1,556019,18059554,1.0,0.0,1.0,37.5294,-41.5884,-29.7813,-14.1673,600971,-1,1,1
76,20870751,600971,1,627927,17990979,1.0,0.0,1.0,37.5294,-41.5884,-30.3973,-12.2021,600971,-1,1,1
77,20937942,600971,1,494654,14438423,1.0,0.0,4.0,37.5294,-41.5884,-2.52049,-169.246,600971,-1,1,1
78,21148142,600971,0,466205,19443299,1.0,,,,,,,600971,-1,1,1
79,21605457,600971,1,495302,22852548,1.0,0.0,4.0,37.5294,-41.5884,0.657712,-164.153,600971,-1,1,1
80,21689591,600971,1,550821,3728698,1.0,0.0,2.0,37.5294,-41.5884,-22.6288,92.1631,600971,-1,1,1
81,21920831,600971,0,530941,12533802,1.0,,,,,,,600971,-1,1,1
82,22622765,600971,1,636457,20229127,1.0,0.0,4.0,37.5294,-41.5884,3.31909,-166.392,600971,-1,1,1
83,22843501,600971,0,642035,17644554,1.0,,,,,,,600971,-1,1,1
84,23274884,600971,1,476885,20141467,1.0,0.0,2.0,37.5294,-41.5884,-25.6082,89.6147,600971,-1,1,1
85,23815852,600971,0,627124,19880404,1.0,,,,,,,600971,-1,1,1
86,24133936,600971,1,478801,31379058,1.0,0.0,4.0,37.5294,-41.5884,-5.03641,-164.993,600971,-1,1,1
87,24138614,600971,1,562407,24841218,1.0,0.0,2.0,37.5294,-41.5884,-21.7968,87.3126,600971,-1,1,1
88,24167977,600971,0,593287,23519541,1.0,,,,,,,600971,-1,1,1
89,24453564,600971,1,540324,11750776,1.0,0.0,3.0,37.5294,-41.5884,-24.7375,-110.196,600971,-1,1,1
90,24486503,600971,1,511399,21258226,1.0,0.0,4.0,37.5294,-41.5884,4.37573,-162.945,600971,-1,1,1
91,24558574,600971,1,476918,19649347,1.0,0.0,1.0,37.5294,-41.5884,-29.8863,-13.3936,600971,-1,1,1
92,24610612,600971,0,486629,7539844,1.0,,,,,,,600971,-1,1,1
93,24709217,600971,1,645739,25347627,1.0,0.0,0.0,37.5294,-41.5884,24.6435,-38.2752,600971,-1,1,1
94,25174056,600971,1,515573,30165322,1.0,0.0,0.0,37.5294,-41.5884,33.196,-38.8377,600971,-1,1,1
95,25201282,600971,1,609632,3125900,1.0,0.0,0.0,37.5294,-41.5884,37.9495,-45.0732,600971,-1,1,1
96,25269714,600971,0,636345,25755009,1.0,,,,,,,600971,-1,1,1
97,25446008,600971,0,516143,6490097,1.0,,,,,,,600971,-1,1,1
98,25506074,600971,0,469489,26895638,1.0,,,,,,,600971,-1,1,1
99,25970867,600971,1,485041,7619139,1.0,0.0,3.0,37.5294,-41.5884,-24.6023,-111.304,600971,-1,1,1
100,26491621,600971,1,480725,22435779,1.0,0.0,4.0,37.5294,-41.5884,0.880733,-165.582,600971,-1,1,1
101,26894009,600971,1,538081,22407027,1.0,0.0,0.0,37.5294,-41.5884,31.2533,-39.1401,600971,-1,1,1
102,27126197,600971,1,513601,3297528,1.0,0.0,4.0,37.5294,-41.5884,4.3912,-164.052,600971,-1,1,1
103,27294856,600971,0,619761,573515,1.0,,,,,,,600971,-1,1,1
104,27358259,600971,0,639639,19907921,1.0,,,,,,,600971,-1,1,1
105,28005456,600971,1,642508,123114,1.0,0.0,2.0,37.5294,-41.5884,-19.7005,88.3433,600971,-1,1,1
106,28126875,600971,0,463524,31193533,1.0,,,,,,,600971,-1,1,1
107,28299683,600971,1,491184,14260220,1.0,0.0,3.0,37.5294,-41.5884,-24.0071,-110.976,600971,-1,1,1
108,29011276,600971,1,639799,19575009,1.0,0.0,4.0,37.5294,-41.5884,2.59474,-160.201,600971,-1,1,1
109,29376264,600971,0,526290,11103400,1.0,,,,,,,600971,-1,1,1
110,29965985,600971,1,618615,24996013,1.0,0.0,1.0,37.5294,-41.5884,-24.3182,-15.2991,600971,-1,1,1
111,30212954,600971,1,599694,8844720,1.0,0.0,0.0,37.5294,-41.5884,39.6716,-44.9258,600971,-1,1,1
112,30317516,600971,1,524685,4524347,1.0,0.0,2.0,37.5294,-41.5884,-21.7305,90.4289,600971,-1,1,1
113,30338461,600971,0,510009,23089121,1.0,,,,,,,600971,-1,1,1
114,30441987,600971,0,491054,30886383,1.0,,,,,,,600971,-1,1,1
115,30963931,600971,1,541869,6950938,1.0,0.0,4.0,37.5294,-41.5884,-0.843631,-175.835,600971,-1,1,1
116,31383170,600971,0,501230,22910041,1.0,,,,,,,600971,-1,1,1
117,31493629,600971,0,474446,12361960,1.0,,,,,,,600971,-1,1,1
118,31853797,600971,1,542731,2696383,1.0,0.0,1.0,37.5294,-41.5884,-29.5299,-14.3046,600971,-1,1,1
119,31919440,600971,1,471267,24374900,1.0,0.0,4.0,37.5294,-41.5884,0.554292,-164.546,600971,-1,1,1
120,32106882,600971,1,626413,14689823,1.0,0.0,4.0,37.5294,-41.5884,2.1327,-166.123,600971,-1,1,1
121,32326534,600971,0,492798,31288353,1.0,,,,,,,600971,-1,1,1
122,32812597,600971,0,550321,20364013,1.0,,,,,,,600971,-1,1,1
123,33260238,600971,1,465922,9786018,1.0,0.0,0.0,37.5294,-41.5884,36.7245,-45.5108,600971,-1,1,1
124,33277171,600971,1,484318,21778609,1.0,0.0,2.0,37.5294,-41.5884,-23.6458,94.654,600971,-1,1,1
125,33849675,600971,1,554070,27657776,1.0,0.0,2.0,37.5294,-41.5884,-17.5452,93.916,600971,-1,1,1
126,34100170,600971,1,558933,18836406,1.0,0.0,2.0,37.5294,-41.5884,-21.6446,90.7167,600971,-1,1,1
127,34366936,600971,1,528637,1514186,1.0,0.0,2.0,37.5294,-41.5884,-21.7409,93.4373,600971,-1,1,1
128,34742571,600971,1,482136,3948529,1.0,0.0,1.0,37.5294,-41.5884,-27.3971,-13.1935,600971,-1,1,1
129,34754041,600971,1,584936,961241,1.0,0.0,4.0,37.5294,-41.5884,0.553704,-173.981,600971,-1,1,1
130,35205497,600971,0,490816,25056044,1.0,,,,,,,600971,-1,1,1
131,35540669,600971,0,543441,25752261,1.0,,,,,,,600971,-1,1,1
132,35752196,600971,1,654588,7643002,1.0,0.0,0.0,37.5294,-41.5884,43.606,-37.819,600971,-1,1,1
133,35995221,600971,1,512812,10974145,1.0,0.0,0.0,37.5294,-41.5884,36.0954,-46.3815,600971,-1,1,1
134,36874913,600971,1,578547,30679481,1.0,0.0,2.0,37.5294,-41.5884,-23.1008,90.3306,600971,-1,1,1
135,36969286,600971,1,614722,23943853,1.0,0.0,1.0,37.5294,-41.5884,-28.2452,-16.3746,600971,-1,1,1
136,37114507,600971,1,539062,22908437,1.0,0.0,0.0,37.5294,-41.5884,33.3194,-35.9046,600971,-1,1,1
137,37821337,600971,1,622691,15907511,1.0,0.0,2.0,37.5294,-41.5884,-20.8176,90.8063,600971,-1,1,1
138,37883459,600971,1,570313,11690919,1.0,0.0,4.0,37.5294,-41.5884,-1.79815,-164.546,600971,-1,1,1
139,38119340,600971,1,616650,12541501,1.0,0.0,1.0,37.5294,-41.5884,-28.7801,-12.0206,600971,-1,1,1
140,38270567,600971,0,583023,13694903,1.0,,,,,,,600971,-1,1,1
141,38533317,600971,1,557081,28433439,1.0,0.0,1.0,37.5294,-41.5884,-29.321,-13.9054,600971,-1,1,1
142,38690180,600971,1,501970,26893129,1.0,0.0,0.0,37.5294,-41.5884,27.2915,-36.1312,600971,-1,1,1
143,38750451,600971,1,460225,12658932,1.0,0.0,2.0,37.5294,-41.5884,-21.0074,86.2238,600971,-1,1,1
144,39049619,600971,1,486554,25085665,1.0,0.0,4.0,37.5294,-41.5884,9.0762,-164.191,600971,-1,1,1
145,39080620,600971,1,483953,28518517,1.0,0.0,2.0,37.5294,-41.5884,-23.6369,91.7173,600971,-1,1,1
146,39170028,600971,1,625078,22464752,1.0,0.0,1.0,37.5294,-41.5884,-32.1451,-15.8255,600971,-1,1,1
147,39197858,600971,1,471136,20306151,1.0,0.0,1.0,37.5294,-41.5884,-26.9699,-11.0511,600971,-1,1,1
148,39612937,600971,1,525560,13579972,1.0,0.0,2.0,37.5294,-41.5884,-23.4429,89.5042,600971,-1,1,1
149,40021486,600971,1,566714,24817723,1.0,0.0,2.0,37.5294,-41.5884,-22.7688,91.7637,600971,-1,1,1
150,40114675,600971,1,570970,22737804,1.0,0.0,1.0,37.5294,-41.5884,-28.1815,-10.0757,600971,-1,1,1
151,40426018,600971,1,555611,3356300,1.0,0.0,4.0,37.5294,-41.5884,-1.98395,-163.689,600971,-1,1,1
152,40441118,600971,1,640181,25506416,1.0,0.0,2.0,37.5294,-41.5884,-22.6102,91.8795,600971,-1,1,1
153,40722562,600971,1,554380,29986979,1.0,0.0,4.0,37.5294,-41.5884,2.94942,-163.616,600971,-1,1,1
154,41106202,600971,1,604199,14694749,1.0,0.0,5.0,37.5294,-41.5884,23.858,159.547,600971,-1,1,1
155,41505506,600971,0,580031,7607111,1.0,,,,,,,600971,-1,1,1
156,41783473,600971,1,582930,10031554,1.0,0.0,3.0,37.5294,-41.5884,-25.315,-111.429,600971,-1,1,1
157,41855107,600971,1,503692,26967621,1.0,0.0,4.0,37.5294,-41.5884,-1.44645,-166.094,600971,-1,1,1
158,42232320,600971,1,528949,27134686,1.0,0.0,0.0,37.5294,-41.5884,39.0864,-32.4287,600971,-1,1,1
159,42948165,600971,1,457311,18883226,1.0,0.0,5.0,37.5294,-41.5884,18.2706,152.817,600971,-1,1,1
160,42982633,600971,1,606213,3157239,1.0,0.0,4.0,37.5294,-41.5884,2.47971,-168.683,600971,-1,1,1
161,43289131,600971,1,487708,22080042,1.0,0.0,3.0,37.5294,-41.5884,-25.6293,-111.245,600971,-1,1,1
162,43515194,600971,0,557033,1799869,1.0,,,,,,,600971,-1,1,1
163,43910636,600971,1,539167,25767813,1.0,0.0,2.0,37.5294,-41.5884,-20.858,91.0987,600971,-1,1,1
164,44040376,600971,0,475235,14969093,1.0,,,,,,,600971,-1,1,1
165,44914213,600971,0,542296,10312230,1.0,,,,,,,600971,-1,1,1
166,45319576,600971,1,575593,11161841,1.0,0.0,4.0,37.5294,-41.5884,4.1537,-165.172,600971,-1,1,1
167,45588446,600971,1,542727,19532881,1.0,0.0,4.0,37.5294,-41.5884,6.94115,-162.658,600971,-1,1,1
168,45843853,600971,0,641910,22335607,1.0,,,,,,,600971,-1,1,1
169,45966277,600971,0,512802,28432677,1.0,,,,,,,600971,-1,1,1
170,46178919,600971,1,501383,17540448,1.0,0.0,0.0,37.5294,-41.5884,31.0783,-37.842,600971,-1,1,1
171,46265705,600971,1,607968,27152327,1.0,0.0,3.0,37.5294,-41.5884,-24.9869,-111.499,600971,-1,1,1
172,46408438,600971,1,635846,8478729,1.0,0.0,4.0,37.5294,-41.5884,3.4732,-165.707,600971,-1,1,1
173,46441566,600971,1,608686,2008080,1.0,0.0,4.0,37.5294,-41.5884,-2.02381,-160.934,600971,-1,1,1
174,47144655,600971,1,612150,5324438,1.0,0.0,3.0,37.5294,-41.5884,-25.3423,-110.643,600971,-1,1,1
175,47191951,600971,1,528700,5980094,1.0,0.0,4.0,37.5294,-41.5884,-8.42547,-167.378,600971,-1,1,1
176,47384648,600971,1,613450,13067034,1.0,0.0,4.0,37.5294,-41.5884,-3.72843,-164.491,600971,-1,1,1
177,47666620,600971,0,496469,1217783,1.0,,,,,,,600971,-1,1,1
178,47823484,600971,1,608261,17144658,1.0,0.0,3.0,37.5294,-41.5884,-25.1336,-111.181,600971,-1,1,1
179,48785204,600971,1,499134,24460245,1.0,0.0,1.0,37.5294,-41.5884,-25.7536,-17.932,600971,-1,1,1
180,48826685,600971,1,470784,21610929,1.0,0.0,0.0,37.5294,-41.5884,29.5837,-41.4059,600971,-1,1,1
181,48968133,600971,0,524982,3933298,1.0,,,,,,,600971,-1,1,1
182,49287491,600971,1,629907,8077234,1.0,0.0,0.0,37.5294,-41.5884,30.3923,-43.5909,600971,-1,1,1
183,49350113,600971,1,578036,8490664,1.0,0.0,4.0,37.5294,-41.5884,-0.942916,-170.471,600971,-1,1,1
184,49547447,600971,1,536130,12023308,1.0,0.0,4.0,37.5294,-41.5884,-0.3124,-164.833,600971,-1,1,1
185,49727815,600971,1,465498,26190022,1.0,0.0,4.0,37.5294,-41.5884,0.217854,-163.243,600971,-1,1,1
186,49947984,600971,0,460286,21772848,1.0,,,,,,,600971,-1,1,1
187,50072889,600971,1,482527,27069718,1.0,0.0,1.0,37.5294,-41.5884,-27.8768,-13.9782,600971,-1,1,1
188,50786185,600971,1,465085,9518094,1.0,0.0,5.0,37.5294,-41.5884,22.9112,150.368,600971,-1,1,1
189,50846737,600971,1,595221,9774764,1.0,0.0,0.0,37.5294,-41.5884,34.3089,-41.0369,600971,-1,1,1
190,51076221,600971,1,501063,29990435,1.0,0.0,4.0,37.5294,-41.5884,6.68316,-166.028,600971,-1,1,1
191,51217070,600971,1,496276,14169618,1.0,0.0,4.0,37.5294,-41.5884,5.92667,-164.372,600971,-1,1,1
192,51730703,600971,0,469837,14862875,1.0,,,,,,,600971,-1,1,1
193,51915420,600971,0,579771,6680197,1.0,,,,,,,600971,-1,1,1
194,52614324,600971,1,554368,12358995,1.0,0.0,4.0,37.5294,-41.5884,-1.11593,-162.104,600971,-1,1,1
195,53032693,600971,0,587749,27577949,1.0,,,,,,,600971,-1,1,1
196,53465728,600971,1,465054,5974858,1.0,0.0,5.0,37.5294,-41.5884,21.2387,157.976,600971,-1,1,1
197,53781029,600971,1,643871,1158946,1.0,0.0,4.0,37.5294,-41.5884,5.2028,-165.457,600971,-1,1,1
198,54231421,600971,1,472842,28221489,1.0,0.0,2.0,37.5294,-41.5884,-23.052,92.2006,600971,-1,1,1
199,54774213,600971,0,544957,20078421,1.0,,,,,,,600971,-1,1,1
200,54934019,600971,1,515202,23000664,1.0,0.0,2.0,37.5294,-41.5884,-22.0009,90.7999,600971,-1,1,1
201,55021062,600971,1,544047,19993383,1.0,0.0,1.0,37.5294,-41.5884,-28.9561,-11.6212,600971,-1,1,1
202,55206709,600971,0,567137,24134457,1.0,,,,,,,600971,-1,1,1
203,55280200,600971,1,502348,19483221,1.0,0.0,1.0,37.5294,-41.5884,-32.224,-13.473,600971,-1,1,1
204,55498924,600971,1,599881,17799675,1.0,0.0,2.0,37.5294,-41.5884,-19.2401,89.5815,600971,-1,1,1
205,55714545,600971,1,499977,1944685,1.0,0.0,5.0,37.5294,-41.5884,23.2906,156.765,600971,-1,1,1
206,55832307,600971,1,603968,26106874,1.0,0.0,3.0,37.5294,-41.5884,-24.7078,-110.043,600971,-1,1,1
207,56332791,600971,0,581412,19620747,1.0,,,,,,,600971,-1,1,1
208,56732322,600971,1,613858,29379382,1.0,0.0,2.0,37.5294,-41.5884,-23.8277,89.723,600971,-1,1,1
209,57144493,600971,0,549671,16334750,1.0,,,,,,,600971,-1,1,1
210,57386542,600971,0,611230,11499150,1.0,,,,,,,600971,-1,1,1
211,57439186,600971,0,569370,1065644,1.0,,,,,,,600971,-1,1,1
212,57524149,600971,1,577347,12117643,1.0,0.0,4.0,37.5294,-41.5884,6.52381,-161.819,600971,-1,1,1
213,58476146,600971,1,630498,18751351,1.0,0.0,0.0,37.5294,-41.5884,36.9838,-37.7479,600971,-1,1,1
214,58979968,600971,0,536859,11577899,1.0,,,,,,,600971,-1,1,1
215,59122726,600971,1,647541,448257,1.0,0.0,2.0,37.5294,-41.5884,-21.8619,94.5614,600971,-1,1,1
216,59537565,600971,0,499564,18362417,1.0,,,,,,,600971,-1,1,1
217,60096459,600971,1,556183,23515112,1.0,0.0,5.0,37.5294,-41.5884,20.1583,158.626,600971,-1,1,1
218,60946818,600971,1,512478,9860744,1.0,0.0,4.0,37.5294,-41.5884,6.94024,-169.882,600971,-1,1,1
219,60966822,600971,1,596590,29214542,1.0,0.0,2.0,37.5294,-41.5884,-21.6587,91.8736,600971,-1,1,1
220,61647336,600971,1,638591,18749952,1.0,0.0,0.0,37.5294,-41.5884,35.0116,-36.4452,600971,-1,1,1
221,61731458,600971,0,541156,30900996,1.0,,,,,,,600971,-1,1,1
222,61876925,600971,1,577981,31285237,1.0,0.0,2.0,37.5294,-41.5884,-19.9829,93.6756,600971,-1,1,1
223,62360965,600971,1,583408,26488569,1.0,0.0,4.0,37.5294,-41.5884,-1.36354,-166.732,600971,-1,1,1
224,63798852,600971,0,531212,2764811,1.0,,,,,,,600971,-1,1,1
225,64301039,600971,1,546574,29131658,1.0,0.0,4.0,37.5294,-41.5884,6.56486,-162.302,600971,-1,1,1
226,64605220,600971,0,494811,31490642,1.0,,,,,,,600971,-1,1,1
227,65316232,600971,0,631263,24908973,1.0,,,,,,,600971,-1,1,1
228,65409780,600971,0,593053,23587231,1.0,,,,,,,600971,-1,1,1
229,66480500,600971,1,548942,23853973,1.0,0.0,0.0,37.5294,-41.5884,42.9346,-39.3584,600971,-1,1,1
230,66483173,600971,0,545067,6321527,1.0,,,,,,,600971,-1,1,1
231,66544871,600971,1,466778,4172442,1.0,0.0,2.0,37.5294,-41.5884,-24.6857,89.2103,600971,-1,1,1
232,66729581,600971,0,464776,9959098,1.0,,,,,,,600971,-1,1,1
233,66859076,600971,1,560403,19105784,1.0,0.0,5.0,37.5294,-41.5884,18.7421,155.322,600971,-1,1,1
234,67010054,600971,1,485594,5652663,1.0,0.0,5.0,37.5294,-41.5884,21.984,150.632,600971,-1,1,1
235,68973319,600971,0,468553,10887658,1.0,,,,,,,600971,-1,1,1
236,69276159,600971,1,584513,10505430,1.0,0.0,3.0,37.5294,-41.5884,-25.4484,-109.894,600971,-1,1,1
237,69319922,600971,1,650994,11601632,1.0,0.0,2.0,37.5294,-41.5884,-21.2224,90.4004,600971,-1,1,1
238,70058640,600971,0,655376,12044410,1.0,,,,,,,600971,-1,1,1
239,70110501,600971,1,576001,10674950,1.0,0.0,0.0,37.5294,-41.5884,30.752,-42.3844,600971,-1,1,1
240,70202855,600971,1,541814,5890360,1.0,0.0,4.0,37.5294,-41.5884,4.87558,-169.485,600971,-1,1,1
241,71201017,600971,1,457292,24805486,1.0,0.0,4.0,37.5294,-41.5884,2.07353,-162.355,600971,-1,1,1
242,71360154,600971,0,524114,605908,1.0,,,,,,,600971,-1,1,1
243,71841026,600971,1,605220,5043852,1.0,0.0,0.0,37.5294,-41.5884,31.4953,-43.4671,600971,-1,1,1
244,71862022,600971,1,523621,19477818,1.0,0.0,1.0,37.5294,-41.5884,-28.5728,-12.2097,600971,-1,1,1
245,72205643,600971,0,570382,10738852,1.0,,,,,,,600971,-1,1,1
246,72238811,600971,1,534657,2911622,1.0,0.0,0.0,37.5294,-41.5884,32.1658,-39.4449,600971,-1,1,1
247,72934572,600971,1,561260,4505428,1.0,0.0,1.0,37.5294,-41.5884,-32.3927,-11.6597,600971,-1,1,1
248,72953865,600971,1,495699,7207229,1.0,0.0,0.0,37.5294,-41.5884,28.9617,-43.252,600971,-1,1,1
249,72988588,600971,0,508681,15315919,1.0,,,,,,,600971,-1,1,1
250,73052502,600971,1,458200,30960610,1.0,0.0,3.0,37.5294,-41.5884,-25.1943,-111.342,600971,-1,1,1
251,73827965,600971,1,654534,10980054,1.0,0.0,1.0,37.5294,-41.5884,-26.412,-13.097,600971,-1,1,1
252,73954830,600971,1,555685,23773470,1.0,0.0,5.0,37.5294,-41.5884,21.6765,154.218,600971,-1,1,1
253,74242408,600971,1,463456,7966813,1.0,0.0,4.0,37.5294,-41.5884,3.08609,-166.23,600971,-1,1,1
254,74823767,600971,0,504173,14174707,1.0,,,,,,,600971,-1,1,1
255,74843584,600971,1,468243,14613052,1.0,0.0,4.0,37.5294,-41.5884,-0.917606,-168.847,600971,-1,1,1
256,74868440,600971,1,576910,26626830,1.0,0.0,0.0,37.5294,-41.5884,29.261,-36.7214,600971,-1,1,1
