,Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,parent,depth,Source_NodeType,Target_NodeType
64,3637584,574136,0,571553,16025392,1.0,,,,,,,574136,-1,1,1
65,3727820,574136,3,471142,14869083,56.0,,,,,,,574136,-1,1,2
66,3727821,574136,1,641920,14869083,1.0,4.0,4.0,-1.6001,-161.631,-2.9917,-164.271,574136,-1,1,1
67,3761269,574136,1,550940,20540652,1.0,4.0,3.0,-1.6001,-161.631,-25.0012,-110.395,574136,-1,1,1
68,3766393,574136,1,561417,25148749,1.0,4.0,1.0,-1.6001,-161.631,-27.7169,-15.2353,574136,-1,1,1
69,3831015,574136,0,513854,28004575,1.0,,,,,,,574136,-1,1,1
70,3847661,574136,1,622651,15530586,1.0,4.0,4.0,-1.6001,-161.631,5.5917,-163.824,574136,-1,1,1
71,3869879,574136,1,561366,16618535,1.0,4.0,2.0,-1.6001,-161.631,-20.1098,91.2114,574136,-1,1,1
72,3881590,574136,1,516841,2350459,1.0,4.0,5.0,-1.6001,-161.631,19.7846,154.797,574136,-1,1,1
73,3897437,574136,1,463794,15828537,1.0,4.0,2.0,-1.6001,-161.631,-21.6824,89.1538,574136,-1,1,1
74,4076841,574136,1,457058,25335385,1.0,4.0,2.0,-1.6001,-161.631,-20.0432,91.2884,574136,-1,1,1
75,4076842,574136,2,516389,25335385,346.0,,,,,,,574136,-1,1,2
76,4114487,574136,1,623026,2506499,1.0,4.0,4.0,-1.6001,-161.631,2.19298,-160.174,574136,-1,1,1
77,4349565,574136,3,606218,15066047,191.0,,,,,,,574136,-1,1,2
78,4469998,574136,1,636721,28689153,1.0,4.0,1.0,-1.6001,-161.631,-29.6764,-11.6307,574136,-1,1,1
79,4494458,574136,3,552748,14696645,2475.0,,,,,,,574136,-1,1,2
80,4494459,574136,1,496460,14696645,1.0,4.0,4.0,-1.6001,-161.631,3.57966,-172.657,574136,-1,1,1
81,4494460,574136,2,593195,14696645,2.0,,,,,,,574136,-1,1,2
82,4596605,574136,0,493695,13936334,1.0,,,,,,,574136,-1,1,1
83,4624096,574136,1,578401,21094222,1.0,4.0,0.0,-1.6001,-161.631,30.0876,-39.6556,574136,-1,1,1
84,4624097,574136,2,593195,21094222,595.0,,,,,,,574136,-1,1,2
85,4875946,574136,3,552748,22756240,49.0,,,,,,,574136,-1,1,2
86,4875947,574136,1,518065,22756240,1.0,4.0,2.0,-1.6001,-161.631,-24.0688,91.9896,574136,-1,1,1
87,4943832,574136,1,557368,4068016,1.0,4.0,4.0,-1.6001,-161.631,-3.48492,-158.937,574136,-1,1,1
88,5023644,574136,3,585273,13861765,177.0,,,,,,,574136,-1,1,2
89,5062692,574136,1,565800,7393039,1.0,4.0,4.0,-1.6001,-161.631,5.99784,-168.793,574136,-1,1,1
90,5062693,574136,2,593195,7393039,2333.0,,,,,,,574136,-1,1,2
91,5139347,574136,0,506422,20252446,1.0,,,,,,,574136,-1,1,1
92,5139348,574136,2,516389,20252446,15.0,,,,,,,574136,-1,1,2
93,5314034,574136,1,525053,11258694,1.0,4.0,3.0,-1.6001,-161.631,-24.0786,-110.887,574136,-1,1,1
94,5364103,574136,3,569215,6753939,206.0,,,,,,,574136,-1,1,2
95,5410032,574136,1,473713,25935619,1.0,4.0,2.0,-1.6001,-161.631,-22.3124,89.9124,574136,-1,1,1
96,5427542,574136,1,535740,6176935,1.0,4.0,5.0,-1.6001,-161.631,23.0477,156.312,574136,-1,1,1
97,5427543,574136,2,516389,6176935,840.0,,,,,,,574136,-1,1,2
98,5482519,574136,1,570441,5112056,1.0,4.0,5.0,-1.6001,-161.631,22.9599,153.769,574136,-1,1,1
99,5818630,574136,1,539228,25249887,1.0,4.0,2.0,-1.6001,-161.631,-25.7643,90.3548,574136,-1,1,1
100,5854266,574136,1,500520,10035769,1.0,4.0,1.0,-1.6001,-161.631,-29.1627,-11.6478,574136,-1,1,1
101,5915484,574136,1,599920,26707685,1.0,4.0,1.0,-1.6001,-161.631,-25.0893,-8.92537,574136,-1,1,1
102,6195870,574136,3,606218,7095625,3.0,,,,,,,574136,-1,1,2
103,6195871,574136,0,488629,7095625,1.0,,,,,,,574136,-1,1,1
104,6529245,574136,3,628923,25843010,1.0,,,,,,,574136,-1,1,2
105,6628038,574136,1,484733,16620482,1.0,4.0,0.0,-1.6001,-161.631,34.573,-44.0539,574136,-1,1,1
106,6692642,574136,1,538828,16616546,1.0,4.0,4.0,-1.6001,-161.631,0.818428,-165.61,574136,-1,1,1
107,6713618,574136,0,527963,19568211,1.0,,,,,,,574136,-1,1,1
108,6870822,574136,1,561169,20234164,1.0,4.0,2.0,-1.6001,-161.631,-22.0444,93.2622,574136,-1,1,1
109,6912182,574136,0,481847,28180334,1.0,,,,,,,574136,-1,1,1
110,6912183,574136,2,593195,28180334,506.0,,,,,,,574136,-1,1,2
111,7030234,574136,1,650889,4002834,1.0,4.0,0.0,-1.6001,-161.631,35.3232,-42.58,574136,-1,1,1
112,7068973,574136,1,620791,1991785,1.0,4.0,4.0,-1.6001,-161.631,0.32756,-167.851,574136,-1,1,1
113,7068974,574136,2,657187,1991785,633.0,,,,,,,574136,-1,1,2
114,7086238,574136,1,620791,24131341,1.0,4.0,4.0,-1.6001,-161.631,0.32756,-167.851,574136,-1,1,1
115,7145628,574136,1,485339,29900330,1.0,4.0,2.0,-1.6001,-161.631,-19.374,92.8952,574136,-1,1,1
116,7145629,574136,2,593195,29900330,18.0,,,,,,,574136,-1,1,2
117,7207037,574136,3,492532,274353,1250.0,,,,,,,574136,-1,1,2
118,7207038,574136,0,477090,274353,1.0,,,,,,,574136,-1,1,1
119,7250722,574136,3,565579,18866894,1.0,,,,,,,574136,-1,1,2
120,7329397,574136,1,621823,23266820,1.0,4.0,2.0,-1.6001,-161.631,-22.5113,90.2534,574136,-1,1,1
121,7329398,574136,2,516389,23266820,30.0,,,,,,,574136,-1,1,2
122,7345987,574136,3,457982,2349604,79.0,,,,,,,574136,-1,1,2
123,7451059,574136,3,576493,24808536,1159.0,,,,,,,574136,-1,1,2
124,7451060,574136,1,470438,24808536,1.0,4.0,0.0,-1.6001,-161.631,30.9359,-46.9709,574136,-1,1,1
125,7501307,574136,1,561819,26633878,1.0,4.0,1.0,-1.6001,-161.631,-27.4766,-14.6148,574136,-1,1,1
126,7610312,574136,0,522368,8152233,1.0,,,,,,,574136,-1,1,1
127,7769427,574136,1,528604,24084756,1.0,4.0,5.0,-1.6001,-161.631,24.5296,156.259,574136,-1,1,1
128,7845327,574136,1,561245,13712796,1.0,4.0,0.0,-1.6001,-161.631,27.5202,-45.4208,574136,-1,1,1
129,7945107,574136,1,565768,24751568,1.0,4.0,3.0,-1.6001,-161.631,-24.9382,-111.887,574136,-1,1,1
130,7990300,574136,0,480025,29814652,1.0,,,,,,,574136,-1,1,1
131,7990301,574136,2,593195,29814652,17.0,,,,,,,574136,-1,1,2
132,8094154,574136,0,484606,23084423,1.0,,,,,,,574136,-1,1,1
133,8303028,574136,1,571162,2610512,1.0,4.0,2.0,-1.6001,-161.631,-22.5978,88.2959,574136,-1,1,1
134,8346949,574136,1,534382,1139090,1.0,4.0,4.0,-1.6001,-161.631,1.97736,-167.003,574136,-1,1,1
135,8385659,574136,1,556366,4085888,1.0,4.0,5.0,-1.6001,-161.631,20.965,154.321,574136,-1,1,1
136,8458793,574136,0,638347,440862,1.0,,,,,,,574136,-1,1,1
137,8567247,574136,1,608913,1961315,1.0,4.0,3.0,-1.6001,-161.631,-24.9809,-110.229,574136,-1,1,1
138,8665812,574136,1,643256,18157845,1.0,4.0,1.0,-1.6001,-161.631,-26.6583,-13.3109,574136,-1,1,1
139,8673350,574136,1,632434,30846769,1.0,4.0,4.0,-1.6001,-161.631,7.75908,-169.155,574136,-1,1,1
140,8979491,574136,1,498365,29497388,1.0,4.0,4.0,-1.6001,-161.631,0.669289,-168.279,574136,-1,1,1
141,8984018,574136,0,621702,27650973,1.0,,,,,,,574136,-1,1,1
142,9020819,574136,1,596323,532333,1.0,4.0,4.0,-1.6001,-161.631,-1.38879,-162.786,574136,-1,1,1
143,9067783,574136,0,557081,1595769,1.0,,,,,,,574136,-1,1,1
144,9092392,574136,1,653982,26183077,1.0,4.0,4.0,-1.6001,-161.631,-0.780139,-160.355,574136,-1,1,1
145,9122672,574136,1,546555,15123945,1.0,4.0,5.0,-1.6001,-161.631,22.6559,154.659,574136,-1,1,1
146,9161143,574136,0,529784,16081942,1.0,,,,,,,574136,-1,1,1
147,9403903,574136,0,616692,8054456,1.0,,,,,,,574136,-1,1,1
148,9465733,574136,1,594046,13514056,1.0,4.0,4.0,-1.6001,-161.631,7.24044,-164.701,574136,-1,1,1
149,9472541,574136,1,506238,13656016,1.0,4.0,0.0,-1.6001,-161.631,28.3607,-35.4062,574136,-1,1,1
150,9508823,574136,1,575863,10034955,1.0,4.0,4.0,-1.6001,-161.631,0.25055,-169.811,574136,-1,1,1
151,9531071,574136,0,588876,28870210,1.0,,,,,,,574136,-1,1,1
152,9643430,574136,3,520837,8908237,457.0,,,,,,,574136,-1,1,2
153,9643431,574136,1,573802,8908237,1.0,4.0,5.0,-1.6001,-161.631,23.8909,154.511,574136,-1,1,1
154,9750044,574136,0,537610,12998192,1.0,,,,,,,574136,-1,1,1
155,9851623,574136,0,466698,25056016,1.0,,,,,,,574136,-1,1,1
156,10090764,574136,0,592031,9550232,1.0,,,,,,,574136,-1,1,1
157,10142350,574136,0,635600,2820244,1.0,,,,,,,574136,-1,1,1
158,10157128,574136,1,606177,18058019,1.0,4.0,5.0,-1.6001,-161.631,20.523,154.889,574136,-1,1,1
159,10501618,574136,1,499263,18321366,1.0,4.0,5.0,-1.6001,-161.631,18.8826,155.105,574136,-1,1,1
160,10582419,574136,1,630177,130900,1.0,4.0,3.0,-1.6001,-161.631,-25.3348,-110.453,574136,-1,1,1
161,10602514,574136,0,584321,11349383,1.0,,,,,,,574136,-1,1,1
162,10722690,574136,0,525821,22223567,1.0,,,,,,,574136,-1,1,1
163,10727710,574136,0,480444,13827282,1.0,,,,,,,574136,-1,1,1
164,10758596,574136,1,617101,12800890,1.0,4.0,0.0,-1.6001,-161.631,29.5643,-43.4711,574136,-1,1,1
165,10959855,574136,1,643151,11864168,1.0,4.0,1.0,-1.6001,-161.631,-29.5147,-16.3034,574136,-1,1,1
166,10959856,574136,2,516389,11864168,494.0,,,,,,,574136,-1,1,2
167,11008097,574136,1,478391,7098277,1.0,4.0,3.0,-1.6001,-161.631,-25.2103,-110.479,574136,-1,1,1
168,11035084,574136,1,622819,8406751,1.0,4.0,0.0,-1.6001,-161.631,35.9132,-42.2777,574136,-1,1,1
169,11080052,574136,1,542916,26703850,1.0,4.0,2.0,-1.6001,-161.631,-18.7099,90.7964,574136,-1,1,1
170,11182450,574136,0,477202,18586316,1.0,,,,,,,574136,-1,1,1
171,11250656,574136,0,459593,19199571,1.0,,,,,,,574136,-1,1,1
172,11292697,574136,1,512825,28858401,1.0,4.0,2.0,-1.6001,-161.631,-21.8925,90.2038,574136,-1,1,1
173,11336467,574136,1,461095,9807717,1.0,4.0,4.0,-1.6001,-161.631,-3.49627,-163.813,574136,-1,1,1
174,11421049,574136,0,619103,25682446,1.0,,,,,,,574136,-1,1,1
175,11511075,574136,1,508656,21262519,1.0,4.0,4.0,-1.6001,-161.631,3.98567,-168.148,574136,-1,1,1
176,11995174,574136,0,476057,22908532,1.0,,,,,,,574136,-1,1,1
177,11995530,574136,1,526158,2607966,1.0,4.0,0.0,-1.6001,-161.631,36.0901,-43.9339,574136,-1,1,1
178,12043164,574136,1,510199,10568671,1.0,4.0,1.0,-1.6001,-161.631,-31.0046,-12.42,574136,-1,1,1
179,12043165,574136,2,593195,10568671,391.0,,,,,,,574136,-1,1,2
180,12051012,574136,1,657039,24038979,1.0,4.0,2.0,-1.6001,-161.631,-21.3011,92.2892,574136,-1,1,1
181,12125445,574136,0,549785,21947624,1.0,,,,,,,574136,-1,1,1
182,12172966,574136,0,526215,20915523,1.0,,,,,,,574136,-1,1,1
183,12205957,574136,0,458172,1225209,1.0,,,,,,,574136,-1,1,1
184,12258766,574136,1,594862,4887641,1.0,4.0,4.0,-1.6001,-161.631,-2.18057,-169.031,574136,-1,1,1
185,12280063,574136,1,478350,5445615,1.0,4.0,1.0,-1.6001,-161.631,-27.2446,-10.9473,574136,-1,1,1
186,12439141,574136,1,593554,28945466,1.0,4.0,2.0,-1.6001,-161.631,-22.273,86.8294,574136,-1,1,1
187,12478645,574136,1,536937,4351370,1.0,4.0,2.0,-1.6001,-161.631,-22.7344,90.9599,574136,-1,1,1
188,12777642,574136,0,457395,31213964,1.0,,,,,,,574136,-1,1,1
189,12841377,574136,0,633736,6937239,1.0,,,,,,,574136,-1,1,1
190,12869602,574136,1,518115,1055169,1.0,4.0,3.0,-1.6001,-161.631,-24.7002,-110.988,574136,-1,1,1
191,13007908,574136,1,508719,19993699,1.0,4.0,3.0,-1.6001,-161.631,-26.1677,-111.165,574136,-1,1,1
192,13010151,574136,3,641131,16621925,86.0,,,,,,,574136,-1,1,2
193,13010152,574136,1,636335,16621925,1.0,4.0,5.0,-1.6001,-161.631,20.2413,154.812,574136,-1,1,1
194,13014478,574136,0,496700,18679619,1.0,,,,,,,574136,-1,1,1
195,13014479,574136,2,593195,18679619,1037.0,,,,,,,574136,-1,1,2
196,13036531,574136,0,515175,9042358,1.0,,,,,,,574136,-1,1,1
197,13330244,574136,3,467175,10456947,1020.0,,,,,,,574136,-1,1,2
198,13330245,574136,0,657637,10456947,1.0,,,,,,,574136,-1,1,1
199,13449977,574136,1,470924,15553012,1.0,4.0,4.0,-1.6001,-161.631,6.30888,-165.495,574136,-1,1,1
200,13453026,574136,0,457013,15466721,1.0,,,,,,,574136,-1,1,1
201,13671693,574136,0,527220,8305257,1.0,,,,,,,574136,-1,1,1
202,13827089,574136,0,554060,6741888,1.0,,,,,,,574136,-1,1,1
203,13838054,574136,1,633655,8765280,1.0,4.0,1.0,-1.6001,-161.631,-31.4743,-11.5075,574136,-1,1,1
204,13972938,574136,1,623847,10560532,1.0,4.0,4.0,-1.6001,-161.631,3.19359,-159.81,574136,-1,1,1
205,13999407,574136,1,513818,14370168,1.0,4.0,1.0,-1.6001,-161.631,-26.1243,-12.1201,574136,-1,1,1
206,14092451,574136,1,522433,16692019,1.0,4.0,5.0,-1.6001,-161.631,22.9026,156.059,574136,-1,1,1
207,14180630,574136,1,592253,25341163,1.0,4.0,5.0,-1.6001,-161.631,23.6769,159.34,574136,-1,1,1
208,14297466,574136,1,541211,6829683,1.0,4.0,0.0,-1.6001,-161.631,33.7462,-41.0618,574136,-1,1,1
209,14546979,574136,1,587205,25836032,1.0,4.0,0.0,-1.6001,-161.631,29.9824,-35.4965,574136,-1,1,1
210,14650489,574136,0,641128,16084122,1.0,,,,,,,574136,-1,1,1
211,14731843,574136,1,562557,22655551,1.0,4.0,0.0,-1.6001,-161.631,38.3054,-40.3283,574136,-1,1,1
212,14773763,574136,0,468811,6495172,1.0,,,,,,,574136,-1,1,1
213,14799387,574136,1,612492,29903078,1.0,4.0,3.0,-1.6001,-161.631,-25.0262,-110.657,574136,-1,1,1
214,14941505,574136,1,544693,11356201,1.0,4.0,0.0,-1.6001,-161.631,38.673,-40.9988,574136,-1,1,1
215,14996142,574136,1,557481,16004622,1.0,4.0,3.0,-1.6001,-161.631,-24.2404,-109.432,574136,-1,1,1
216,15077923,574136,0,568199,5114144,1.0,,,,,,,574136,-1,1,1
217,15151024,574136,1,643846,17971975,1.0,4.0,3.0,-1.6001,-161.631,-24.8013,-110.364,574136,-1,1,1
218,15271899,574136,3,479918,28891239,54.0,,,,,,,574136,-1,1,2
219,15271900,574136,1,619426,28891239,1.0,4.0,1.0,-1.6001,-161.631,-27.4278,-12.4069,574136,-1,1,1
220,15368998,574136,3,643087,16254632,21.0,,,,,,,574136,-1,1,2
221,15368999,574136,1,605540,16254632,1.0,4.0,3.0,-1.6001,-161.631,-24.973,-111.224,574136,-1,1,1
222,15381400,574136,0,614047,4695879,1.0,,,,,,,574136,-1,1,1
223,15388007,574136,0,571714,5875961,1.0,,,,,,,574136,-1,1,1
224,15479781,574136,1,595489,5800108,1.0,4.0,1.0,-1.6001,-161.631,-29.8649,-12.6809,574136,-1,1,1
225,15510336,574136,1,479262,4061523,1.0,4.0,1.0,-1.6001,-161.631,-26.2653,-11.6883,574136,-1,1,1
226,15647539,574136,1,499564,20995928,1.0,4.0,4.0,-1.6001,-161.631,11.0975,-164.686,574136,-1,1,1
227,15703851,574136,0,519848,24562127,1.0,,,,,,,574136,-1,1,1
228,15726574,574136,0,476697,11684164,1.0,,,,,,,574136,-1,1,1
229,15797772,574136,1,634085,10112637,1.0,4.0,4.0,-1.6001,-161.631,5.27923,-163.354,574136,-1,1,1
230,15813239,574136,1,595883,3844463,1.0,4.0,5.0,-1.6001,-161.631,19.802,155.484,574136,-1,1,1
231,16053143,574136,0,599481,25190745,1.0,,,,,,,574136,-1,1,1
232,16193883,574136,1,639640,26791681,1.0,4.0,0.0,-1.6001,-161.631,33.9114,-52.8718,574136,-1,1,1
233,16360667,574136,0,553393,261734,1.0,,,,,,,574136,-1,1,1
234,16490889,574136,1,486097,12652570,1.0,4.0,4.0,-1.6001,-161.631,-6.51538,-169.947,574136,-1,1,1
235,16497476,574136,1,599852,24550218,1.0,4.0,0.0,-1.6001,-161.631,30.0341,-37.6313,574136,-1,1,1
236,16541794,574136,3,525263,12710544,11063.0,,,,,,,574136,-1,1,2
237,16541795,574136,1,651753,12710544,1.0,4.0,0.0,-1.6001,-161.631,32.4241,-49.0306,574136,-1,1,1
238,16635959,574136,1,462579,12967303,1.0,4.0,1.0,-1.6001,-161.631,-28.2223,-10.6129,574136,-1,1,1
239,16663852,574136,0,596458,23191518,1.0,,,,,,,574136,-1,1,1
240,16698141,574136,0,611890,9261923,1.0,,,,,,,574136,-1,1,1
241,16818854,574136,0,461963,11001608,1.0,,,,,,,574136,-1,1,1
242,16850492,574136,1,599463,26628551,1.0,4.0,1.0,-1.6001,-161.631,-29.0469,-8.12148,574136,-1,1,1
243,17026980,574136,1,592620,23769293,1.0,4.0,2.0,-1.6001,-161.631,-21.5277,92.5201,574136,-1,1,1
244,17107111,574136,0,504001,6748816,1.0,,,,,,,574136,-1,1,1
245,17337856,574136,0,474311,28299299,1.0,,,,,,,574136,-1,1,1
246,17450040,574136,0,574846,14352322,1.0,,,,,,,574136,-1,1,1
247,17505029,574136,1,600870,23513317,1.0,4.0,3.0,-1.6001,-161.631,-24.1065,-110.852,574136,-1,1,1
248,17550080,574136,0,639578,27769806,1.0,,,,,,,574136,-1,1,1
249,17593069,574136,1,536006,8472496,1.0,4.0,1.0,-1.6001,-161.631,-29.2845,-16.578,574136,-1,1,1
250,17645840,574136,1,632225,30043482,1.0,4.0,0.0,-1.6001,-161.631,33.4629,-46.1569,574136,-1,1,1
251,17738643,574136,1,473913,10636591,1.0,4.0,5.0,-1.6001,-161.631,21.868,158.836,574136,-1,1,1
252,17939890,574136,0,478739,8488832,1.0,,,,,,,574136,-1,1,1
253,17951655,574136,1,632071,25057721,1.0,4.0,0.0,-1.6001,-161.631,28.94,-33.8453,574136,-1,1,1
254,17981641,574136,0,630878,26477910,1.0,,,,,,,574136,-1,1,1
255,18154345,574136,3,552133,1923509,514.0,,,,,,,574136,-1,1,2
256,18154346,574136,1,602660,1923509,1.0,4.0,3.0,-1.6001,-161.631,-25.4762,-111.764,574136,-1,1,1
257,18316936,574136,3,641131,19442110,138.0,,,,,,,574136,-1,1,2
258,18316937,574136,1,470405,19442110,1.0,4.0,3.0,-1.6001,-161.631,-24.8105,-111.746,574136,-1,1,1
259,18422463,574136,1,493377,10678520,1.0,4.0,0.0,-1.6001,-161.631,35.2751,-41.1851,574136,-1,1,1
260,18429101,574136,3,560979,9343513,5.0,,,,,,,574136,-1,1,2
261,18429102,574136,0,620313,9343513,1.0,,,,,,,574136,-1,1,1
262,18430873,574136,0,613879,8095921,1.0,,,,,,,574136,-1,1,1
263,18452370,574136,1,642369,22326533,1.0,4.0,0.0,-1.6001,-161.631,20.0513,-36.1256,574136,-1,1,1
264,18498412,574136,3,483999,12536646,130.0,,,,,,,574136,-1,1,2
265,18498413,574136,1,622921,12536646,1.0,4.0,5.0,-1.6001,-161.631,23.53,153.36,574136,-1,1,1
266,18563175,574136,1,495898,24371696,1.0,4.0,4.0,-1.6001,-161.631,-4.32848,-161.091,574136,-1,1,1
267,18608861,574136,1,508439,10821632,1.0,4.0,5.0,-1.6001,-161.631,23.875,155.396,574136,-1,1,1
268,18911240,574136,1,632676,25578265,1.0,4.0,3.0,-1.6001,-161.631,-24.9364,-111.733,574136,-1,1,1
269,19061309,574136,0,498743,26973045,1.0,,,,,,,574136,-1,1,1
270,19222799,574136,1,641310,12052381,1.0,4.0,4.0,-1.6001,-161.631,-0.997319,-160.262,574136,-1,1,1
271,19251080,574136,3,627982,17655310,270.0,,,,,,,574136,-1,1,2
272,19251081,574136,1,635309,17655310,1.0,4.0,2.0,-1.6001,-161.631,-20.5767,91.5634,574136,-1,1,1
273,19303143,574136,1,497074,11499895,1.0,4.0,2.0,-1.6001,-161.631,-24.7061,89.7648,574136,-1,1,1
274,19639782,574136,1,566056,18357355,1.0,4.0,4.0,-1.6001,-161.631,0.284369,-159.662,574136,-1,1,1
275,19803713,574136,1,620186,10479519,1.0,4.0,0.0,-1.6001,-161.631,34.2769,-47.3482,574136,-1,1,1
276,19809868,574136,0,597594,8825443,1.0,,,,,,,574136,-1,1,1
