,Unnamed: 0_x,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Source_NodeType,Target_NodeType,similar_template_node,similarity
20,20,521318,0,572391,4751398,1.0,,,,,,,1,1,,0.0
21,21,536003,0,493094,4751604,1.0,,,,,,,1,1,589943.0,74.44977950253043
22,22,493094,0,536003,4786310,1.0,,,,,,,1,1,56.0,74.1171651954063
23,23,493094,0,521318,4803460,1.0,,,,,,,1,1,56.0,74.1171651954063
24,24,521318,0,493094,4879592,1.0,,,,,,,1,1,,0.0
25,25,542649,0,493094,4889936,1.0,,,,,,,1,1,,0.0
26,26,493094,0,572391,5001127,1.0,,,,,,,1,1,56.0,74.1171651954063
27,27,536003,0,572391,5047092,1.0,,,,,,,1,1,589943.0,74.44977950253043
28,28,614761,0,572391,5120855,1.0,,,,,,,1,1,0.0,71.99120694907899
29,29,521318,0,572391,5380865,1.0,,,,,,,1,1,,0.0
30,30,572391,0,493094,5415006,1.0,,,,,,,1,1,58.0,80.44983424370241
31,31,542649,0,493094,5549295,1.0,,,,,,,1,1,,0.0
32,32,614761,0,538892,5552690,1.0,,,,,,,1,1,0.0,71.99120694907899
33,33,614761,1,538892,5568861,1.0,1.0,2.0,-27.7842,-8.74823,-23.5953,91.3571,1,1,0.0,71.99120694907899
34,34,493094,0,536003,5570859,1.0,,,,,,,1,1,56.0,74.1171651954063
35,35,572391,0,493094,5600496,1.0,,,,,,,1,1,58.0,80.44983424370241
36,36,536003,0,493094,5657250,1.0,,,,,,,1,1,589943.0,74.44977950253043
37,37,542649,0,493094,5695888,1.0,,,,,,,1,1,,0.0
38,38,493094,0,572391,5768758,1.0,,,,,,,1,1,56.0,74.1171651954063
39,39,500813,0,542965,5776123,1.0,,,,,,,1,1,,0.0
40,40,500813,0,614761,5822309,1.0,,,,,,,1,1,,0.0
41,41,493094,0,536003,5927475,1.0,,,,,,,1,1,56.0,74.1171651954063
42,42,521318,0,493094,5939231,1.0,,,,,,,1,1,,0.0
43,43,572391,0,493094,5946490,1.0,,,,,,,1,1,58.0,80.44983424370241
44,44,521318,0,572391,5953630,1.0,,,,,,,1,1,,0.0
45,45,536003,0,572391,5997711,1.0,,,,,,,1,1,589943.0,74.44977950253043
46,46,536003,0,493094,6045248,1.0,,,,,,,1,1,589943.0,74.44977950253043
47,47,521318,0,572391,6088471,1.0,,,,,,,1,1,,0.0
48,48,493094,0,536003,6099754,1.0,,,,,,,1,1,56.0,74.1171651954063
49,49,572391,0,493094,6264092,1.0,,,,,,,1,1,58.0,80.44983424370241
50,50,538892,0,500813,6547149,1.0,,,,,,,1,1,45.0,74.86360671222461
51,51,493094,0,536003,6551747,1.0,,,,,,,1,1,56.0,74.1171651954063
52,52,536003,0,572391,6661462,1.0,,,,,,,1,1,589943.0,74.44977950253043
53,53,521318,0,493094,6707208,1.0,,,,,,,1,1,,0.0
54,54,493094,0,572391,6741098,1.0,,,,,,,1,1,56.0,74.1171651954063
55,55,493094,0,536003,6868180,1.0,,,,,,,1,1,56.0,74.1171651954063
56,56,572391,0,493094,6969107,1.0,,,,,,,1,1,58.0,80.44983424370241
57,57,521318,0,572391,7234277,1.0,,,,,,,1,1,,0.0
58,58,538892,1,572391,7238975,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,1,1,45.0,74.86360671222461
59,59,493094,0,572391,7257372,1.0,,,,,,,1,1,56.0,74.1171651954063
60,60,493094,0,536003,7361660,1.0,,,,,,,1,1,56.0,74.1171651954063
61,61,614761,1,500813,7532107,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493,1,1,0.0,71.99120694907899
62,62,614761,0,542965,7616725,1.0,,,,,,,1,1,0.0,71.99120694907899
63,63,493094,0,572391,7632859,1.0,,,,,,,1,1,56.0,74.1171651954063
64,64,493094,0,572391,7691776,1.0,,,,,,,1,1,56.0,74.1171651954063
65,65,521318,0,493094,7902315,1.0,,,,,,,1,1,,0.0
66,66,572391,0,493094,8028888,1.0,,,,,,,1,1,58.0,80.44983424370241
67,67,538892,1,572391,8055403,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,1,1,45.0,74.86360671222461
68,68,521318,0,572391,8119549,1.0,,,,,,,1,1,,0.0
69,69,538892,1,500813,8277723,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493,1,1,45.0,74.86360671222461
70,70,572391,0,493094,8396953,1.0,,,,,,,1,1,58.0,80.44983424370241
71,71,538892,1,542965,8521304,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,1,1,45.0,74.86360671222461
72,72,521318,0,572391,8698081,1.0,,,,,,,1,1,,0.0
73,73,541619,1,607386,8912739,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1,27.0,74.25359869193079
74,74,572391,0,493094,8951610,1.0,,,,,,,1,1,58.0,80.44983424370241
75,75,614761,1,572391,9032836,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1,0.0,71.99120694907899
76,76,544074,0,516236,9043949,1.0,,,,,,,1,1,,0.0
77,77,544074,0,516236,9056801,1.0,,,,,,,1,1,,0.0
78,78,493652,1,607386,9064253,1.0,5.0,0.0,24.9831,155.446,33.5741,-40.3904,1,1,,0.0
79,79,493652,1,538892,9115787,1.0,5.0,2.0,24.9831,155.446,-23.5953,91.3571,1,1,,0.0
80,80,544074,0,607386,9132905,1.0,,,,,,,1,1,,0.0
81,81,538892,1,542965,9173851,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,1,1,45.0,74.86360671222461
82,82,544074,0,493652,9188843,1.0,,,,,,,1,1,,0.0
83,83,541619,1,607386,9268385,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1,27.0,74.25359869193079
84,84,538892,1,607386,9366388,1.0,2.0,0.0,-23.5953,91.3571,33.5741,-40.3904,1,1,45.0,74.86360671222461
85,85,541619,0,538892,9412792,1.0,,,,,,,1,1,27.0,74.25359869193079
86,86,572391,0,542649,9421205,1.0,,,,,,,1,1,58.0,80.44983424370241
87,87,542649,0,572391,9466049,1.0,,,,,,,1,1,,0.0
88,88,500813,1,542965,9621064,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,1,1,,0.0
89,89,544074,0,493652,9633884,1.0,,,,,,,1,1,,0.0
90,90,541619,1,607386,9637884,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,1,1,27.0,74.25359869193079
91,91,538892,1,544074,9640210,1.0,2.0,4.0,-23.5953,91.3571,2.35166,-161.322,1,1,45.0,74.86360671222461
92,92,500813,1,542965,9662291,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,1,1,,0.0
93,93,500813,0,614761,9670356,1.0,,,,,,,1,1,,0.0
94,94,493652,1,516236,9732498,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,1,1,,0.0
95,95,544074,0,541619,9798433,1.0,,,,,,,1,1,,0.0
96,96,541619,1,544074,9857200,1.0,4.0,4.0,5.91178,-161.276,2.35166,-161.322,1,1,27.0,74.25359869193079
97,97,572391,0,542649,9906612,1.0,,,,,,,1,1,58.0,80.44983424370241
98,98,614761,1,542965,10045065,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4,1,1,0.0,71.99120694907899
99,99,538892,1,493652,10142894,1.0,2.0,5.0,-23.5953,91.3571,24.9831,155.446,1,1,45.0,74.86360671222461
100,100,541619,0,493652,10234286,1.0,,,,,,,1,1,27.0,74.25359869193079
101,101,516236,1,538892,10245839,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,1,1,,0.0
102,102,493652,1,544074,10284633,1.0,5.0,4.0,24.9831,155.446,2.35166,-161.322,1,1,,0.0
103,103,607386,0,516236,10300433,1.0,,,,,,,1,1,,0.0
104,104,493652,1,541619,10335267,1.0,5.0,4.0,24.9831,155.446,5.91178,-161.276,1,1,,0.0
105,105,544074,0,541619,10375445,1.0,,,,,,,1,1,,0.0
106,106,607386,0,538892,10473136,1.0,,,,,,,1,1,,0.0
107,107,541619,0,516236,10533925,1.0,,,,,,,1,1,27.0,74.25359869193079
108,108,493652,0,538892,10571496,1.0,,,,,,,1,1,,0.0
109,109,542649,2,476813,10573552,398.0,,,,,,,1,2,,0.0
110,110,572391,3,476813,10573552,398.0,,,,,,,1,2,58.0,80.44983424370241
111,111,542649,0,572391,10573818,1.0,,,,,,,1,1,,0.0
112,112,493652,1,516236,10607688,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,1,1,,0.0
113,113,614761,1,572391,10706025,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1,0.0,71.99120694907899
114,114,544074,0,516236,10753668,1.0,,,,,,,1,1,,0.0
115,115,607386,0,493652,10820701,1.0,,,,,,,1,1,,0.0
116,116,541619,0,607386,10866945,1.0,,,,,,,1,1,27.0,74.25359869193079
117,117,544074,0,541619,10914107,1.0,,,,,,,1,1,,0.0
118,118,614761,1,572391,10985332,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,1,1,0.0,71.99120694907899
119,119,544074,0,541619,11057489,1.0,,,,,,,1,1,,0.0
120,120,516236,1,538892,11075131,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,1,1,,0.0
121,121,607386,0,541619,11104277,1.0,,,,,,,1,1,,0.0
122,122,607386,0,538892,11212797,1.0,,,,,,,1,1,,0.0
123,123,493652,0,538892,11235305,1.0,,,,,,,1,1,,0.0
124,124,542649,2,476813,11457714,123.0,,,,,,,1,2,,0.0
125,125,572391,3,476813,11457714,123.0,,,,,,,1,2,58.0,80.44983424370241
126,126,572391,0,542649,11961227,1.0,,,,,,,1,1,58.0,80.44983424370241
127,127,542649,2,476813,12032171,171.0,,,,,,,1,2,,0.0
128,128,572391,3,476813,12032171,171.0,,,,,,,1,2,58.0,80.44983424370241
129,129,542649,2,476813,12110938,364.0,,,,,,,1,2,,0.0
130,130,572391,3,476813,12110938,364.0,,,,,,,1,2,58.0,80.44983424370241
131,131,542649,0,572391,12641770,1.0,,,,,,,1,1,,0.0
132,132,542649,2,476813,13053223,110.0,,,,,,,1,2,,0.0
133,133,572391,3,476813,13053223,110.0,,,,,,,1,2,58.0,80.44983424370241
134,134,542649,0,572391,13490410,1.0,,,,,,,1,1,,0.0
135,135,542649,0,572391,13687156,1.0,,,,,,,1,1,,0.0
136,136,629627,6,657173,13716556,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5,74.0,96.89895603521173
137,137,585212,6,657173,14321356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5,,0.0
138,138,629627,6,625756,14926156,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,74.0,96.89895603521173
139,139,542649,2,476813,15115449,150.0,,,,,,,1,2,,0.0
140,140,572391,3,476813,15115449,150.0,,,,,,,1,2,58.0,80.44983424370241
141,141,534034,6,657173,15185356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,1,5,86.0,99.0675929121112
142,142,599441,6,625756,15703756,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
143,143,534034,6,625756,15876556,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,86.0,99.0675929121112
144,144,538892,0,541619,16628392,1.0,,,,,,,1,1,45.0,74.86360671222461
145,145,599441,6,509607,16826956,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,,0.0
146,146,538892,0,541619,16897710,1.0,,,,,,,1,1,45.0,74.86360671222461
147,147,534034,6,509607,16999756,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,86.0,99.0675929121112
148,148,544074,1,538892,17121072,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
149,149,544074,1,541619,17149567,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
150,150,544074,1,541619,17429185,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
151,151,538892,0,541619,17499134,1.0,,,,,,,1,1,45.0,74.86360671222461
152,152,599441,6,499467,17518156,3.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
153,153,585212,6,509607,17518156,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,,0.0
154,154,544074,1,538892,17601232,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
155,155,629627,6,509607,17690956,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,74.0,96.89895603521173
156,156,538892,0,544074,17697435,1.0,,,,,,,1,1,45.0,74.86360671222461
157,157,585212,6,499467,17777356,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
158,158,544074,1,541619,17785145,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
159,159,534034,6,499467,17863756,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,86.0,99.0675929121112
160,160,544074,0,538892,17934517,1.0,,,,,,,1,1,,0.0
161,161,541619,0,538892,17989009,1.0,,,,,,,1,1,27.0,74.25359869193079
162,162,538892,0,544074,18132297,1.0,,,,,,,1,1,45.0,74.86360671222461
163,163,544074,1,541619,18186660,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
164,164,544074,0,541619,18196252,1.0,,,,,,,1,1,,0.0
165,165,538892,0,544074,18337188,1.0,,,,,,,1,1,45.0,74.86360671222461
166,166,544074,0,538892,18636988,1.0,,,,,,,1,1,,0.0
167,167,544074,1,538892,18711916,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
168,168,544074,1,541619,18869662,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
169,169,544074,0,541619,18898309,1.0,,,,,,,1,1,,0.0
170,170,538892,0,541619,18973146,1.0,,,,,,,1,1,45.0,74.86360671222461
171,171,544074,0,541619,19022747,1.0,,,,,,,1,1,,0.0
172,172,544074,1,541619,19058010,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
173,173,542965,6,509607,19073356,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,,0.0
174,174,544074,0,538892,19167417,1.0,,,,,,,1,1,,0.0
175,175,544074,1,538892,19177189,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
176,176,544074,1,538892,19256891,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
177,177,635665,6,625756,19332556,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,,0.0
178,178,538892,0,544074,19361607,1.0,,,,,,,1,1,45.0,74.86360671222461
179,179,544074,0,541619,19623842,1.0,,,,,,,1,1,,0.0
180,180,544074,1,538892,19696142,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,1,1,,0.0
181,181,544074,1,541619,19855205,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
182,182,544074,0,541619,19884838,1.0,,,,,,,1,1,,0.0
183,183,538892,0,541619,20000695,1.0,,,,,,,1,1,45.0,74.86360671222461
184,184,538892,6,509607,20023756,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1,5,45.0,74.86360671222461
185,185,541619,0,544074,20033852,1.0,,,,,,,1,1,27.0,74.25359869193079
186,186,544074,0,538892,20064067,1.0,,,,,,,1,1,,0.0
187,187,568093,6,625756,20110156,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,,0.0
188,188,544074,1,541619,20128854,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,1,1,,0.0
189,189,541619,0,538892,20176137,1.0,,,,,,,1,1,27.0,74.25359869193079
190,190,568093,6,499467,20974156,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5,,0.0
191,191,464459,6,625756,21233356,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,,0.0
192,192,464459,6,499467,21838156,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5,,0.0
193,193,635665,6,499467,22010956,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,1,5,,0.0
194,194,568093,6,561157,23652556,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,1,5,,0.0
195,195,635665,6,561157,23738956,6.0,2.0,0.0,-22.0,91.0,33.0,-41.0,1,5,,0.0
196,196,570284,6,509607,24948556,1.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5,503218.0,99.01659661253996
197,197,643925,6,625756,25466956,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
198,198,649553,6,625756,25553356,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
199,199,570284,6,625756,26503756,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,503218.0,99.01659661253996
200,200,643925,6,509607,26762956,4.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5,,0.0
201,201,649553,6,509607,26935756,2.0,5.0,4.0,22.0,156.0,1.0,-165.0,1,5,,0.0
202,202,570284,6,616453,28231756,2.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,503218.0,99.01659661253996
203,203,649553,6,616453,28577356,6.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,,0.0
204,204,570284,6,561157,28663756,6.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,503218.0,99.01659661253996
205,205,643925,6,561157,28750156,5.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,,0.0
206,206,598006,6,657173,29873356,1.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5,,0.0
207,207,612711,6,561157,30132556,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,,0.0
208,208,598006,6,561157,30478156,3.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,,0.0
209,209,643411,6,561157,31514956,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,640784.0,99.9826603667423
210,210,610497,5,640784,31536000,271.92,,,,,,,1,4,510031.0,83.24919371966567
211,211,610497,5,630626,31536000,961.13,,,,,,,1,4,510031.0,83.24919371966567
212,212,552988,5,610497,31536000,3704.63,,,,,,,4,1,552988.0,59.39975005172593
213,213,610497,5,567195,31536000,2020.36,,,,,,,1,4,510031.0,83.24919371966567
214,214,610497,5,527449,31536000,164.35,,,,,,,1,4,510031.0,83.24919371966567
215,215,610497,5,459381,31536000,516.88,,,,,,,1,4,510031.0,83.24919371966567
216,216,610497,5,595298,31536000,707.62,,,,,,,1,4,510031.0,83.24919371966567
217,217,610497,5,466907,31536000,382.9,,,,,,,1,4,510031.0,83.24919371966567
218,218,610497,5,589943,31536000,299.92,,,,,,,1,4,510031.0,83.24919371966567
219,219,610497,5,537281,31536000,476.32,,,,,,,1,4,510031.0,83.24919371966567
220,220,610497,5,523927,31536000,191.06,,,,,,,1,4,510031.0,83.24919371966567
221,221,610497,5,580426,31536000,180.33,,,,,,,1,4,510031.0,83.24919371966567
222,222,610497,5,616315,31536000,365.16,,,,,,,1,4,510031.0,83.24919371966567
223,223,610497,5,503701,31536000,1626.32,,,,,,,1,4,510031.0,83.24919371966567
224,224,610497,5,632961,31536000,196.78,,,,,,,1,4,510031.0,83.24919371966567
225,225,610497,5,473173,31536000,91.95,,,,,,,1,4,510031.0,83.24919371966567
226,226,610497,5,620120,31536000,119.2,,,,,,,1,4,510031.0,83.24919371966567
227,227,610497,5,575030,31536000,3200.7,,,,,,,1,4,510031.0,83.24919371966567
228,228,578531,5,640784,31536000,127.15,,,,,,,1,4,2.0,79.97613537548759
229,229,578531,5,503218,31536000,794.95,,,,,,,1,4,2.0,79.97613537548759
230,230,578531,5,630626,31536000,5216.01,,,,,,,1,4,2.0,79.97613537548759
231,231,510031,5,578531,31536000,535.49,,,,,,,4,1,,0.0
232,232,552988,5,578531,31536000,44432.6,,,,,,,4,1,552988.0,59.39975005172593
233,233,578531,5,567195,31536000,4032.44,,,,,,,1,4,2.0,79.97613537548759
234,234,578531,5,527449,31536000,112.79,,,,,,,1,4,2.0,79.97613537548759
235,235,578531,5,459381,31536000,564.37,,,,,,,1,4,2.0,79.97613537548759
236,236,578531,5,595298,31536000,3687.96,,,,,,,1,4,2.0,79.97613537548759
237,237,578531,5,466907,31536000,604.91,,,,,,,1,4,2.0,79.97613537548759
238,238,578531,5,606730,31536000,1122.89,,,,,,,1,4,2.0,79.97613537548759
239,239,578531,5,589943,31536000,1464.95,,,,,,,1,4,2.0,79.97613537548759
240,240,578531,5,577992,31536000,4967.63,,,,,,,1,4,2.0,79.97613537548759
241,241,578531,5,537281,31536000,951.82,,,,,,,1,4,2.0,79.97613537548759
242,242,578531,5,523927,31536000,1875.25,,,,,,,1,4,2.0,79.97613537548759
243,243,578531,5,580426,31536000,765.2,,,,,,,1,4,2.0,79.97613537548759
244,244,578531,5,616315,31536000,94.12,,,,,,,1,4,2.0,79.97613537548759
245,245,578531,5,642329,31536000,842.49,,,,,,,1,4,2.0,79.97613537548759
246,246,578531,5,503701,31536000,2131.32,,,,,,,1,4,2.0,79.97613537548759
247,247,578531,5,632961,31536000,779.39,,,,,,,1,4,2.0,79.97613537548759
248,248,578531,5,473173,31536000,979.19,,,,,,,1,4,2.0,79.97613537548759
249,249,578531,5,620120,31536000,6814.56,,,,,,,1,4,2.0,79.97613537548759
250,250,578531,5,575030,31536000,3994.14,,,,,,,1,4,2.0,79.97613537548759
251,251,578531,5,621924,31536000,1367.71,,,,,,,1,4,2.0,79.97613537548759
252,252,657076,5,640784,31536000,983.51,,,,,,,1,4,,0.0
253,253,657076,5,630626,31536000,4887.83,,,,,,,1,4,,0.0
254,254,552988,5,657076,31536000,36157.5,,,,,,,4,1,552988.0,59.39975005172593
255,255,657076,5,527449,31536000,384.3,,,,,,,1,4,,0.0
256,256,657076,5,459381,31536000,595.71,,,,,,,1,4,,0.0
257,257,657076,5,595298,31536000,2596.98,,,,,,,1,4,,0.0
258,258,657076,5,466907,31536000,458.72,,,,,,,1,4,,0.0
259,259,657076,5,589943,31536000,1950.69,,,,,,,1,4,,0.0
260,260,657076,5,537281,31536000,530.82,,,,,,,1,4,,0.0
261,261,657076,5,523927,31536000,1922.91,,,,,,,1,4,,0.0
262,262,657076,5,580426,31536000,501.28,,,,,,,1,4,,0.0
263,263,657076,5,616315,31536000,1384.47,,,,,,,1,4,,0.0
264,264,657076,5,642329,31536000,719.92,,,,,,,1,4,,0.0
265,265,657076,5,503701,31536000,180.6,,,,,,,1,4,,0.0
266,266,657076,5,473173,31536000,242.37,,,,,,,1,4,,0.0
267,267,657076,5,620120,31536000,5823.53,,,,,,,1,4,,0.0
268,268,657076,5,575030,31536000,7256.03,,,,,,,1,4,,0.0
269,269,657076,5,621924,31536000,1257.76,,,,,,,1,4,,0.0
270,270,478754,5,630626,31536000,6376.02,,,,,,,1,4,,0.0
271,271,510031,5,478754,31536000,197.45,,,,,,,4,1,,0.0
272,272,552988,5,478754,31536000,29465.3,,,,,,,4,1,552988.0,59.39975005172593
273,273,478754,5,527449,31536000,334.0,,,,,,,1,4,,0.0
274,274,478754,5,459381,31536000,546.44,,,,,,,1,4,,0.0
275,275,478754,5,595298,31536000,1567.57,,,,,,,1,4,,0.0
276,276,478754,5,466907,31536000,1232.64,,,,,,,1,4,,0.0
277,277,478754,5,589943,31536000,1763.76,,,,,,,1,4,,0.0
278,278,478754,5,577992,31536000,179.32,,,,,,,1,4,,0.0
279,279,478754,5,523927,31536000,904.42,,,,,,,1,4,,0.0
280,280,478754,5,616315,31536000,671.78,,,,,,,1,4,,0.0
281,281,478754,5,642329,31536000,885.78,,,,,,,1,4,,0.0
282,282,478754,5,571970,31536000,132.51,,,,,,,1,4,,0.0
283,283,478754,5,632961,31536000,105.23,,,,,,,1,4,,0.0
284,284,478754,5,473173,31536000,2312.74,,,,,,,1,4,,0.0
285,285,478754,5,620120,31536000,2277.9,,,,,,,1,4,,0.0
286,286,478754,5,621924,31536000,611.39,,,,,,,1,4,,0.0
287,287,575295,5,630626,31536000,1131.09,,,,,,,1,4,,0.0
288,288,552988,5,575295,31536000,25163.8,,,,,,,4,1,552988.0,59.39975005172593
289,289,575295,5,527449,31536000,516.47,,,,,,,1,4,,0.0
290,290,575295,5,459381,31536000,173.64,,,,,,,1,4,,0.0
291,291,575295,5,595298,31536000,1609.94,,,,,,,1,4,,0.0
292,292,575295,5,466907,31536000,429.42,,,,,,,1,4,,0.0
293,293,575295,5,577992,31536000,2117.18,,,,,,,1,4,,0.0
294,294,575295,5,537281,31536000,277.44,,,,,,,1,4,,0.0
295,295,575295,5,523927,31536000,1211.81,,,,,,,1,4,,0.0
296,296,575295,5,595581,31536000,1191.34,,,,,,,1,4,,0.0
297,297,575295,5,616315,31536000,2.91,,,,,,,1,4,,0.0
298,298,575295,5,642329,31536000,280.94,,,,,,,1,4,,0.0
299,299,575295,5,571970,31536000,60.24,,,,,,,1,4,,0.0
300,300,575295,5,632961,31536000,281.97,,,,,,,1,4,,0.0
301,301,575295,5,473173,31536000,2150.02,,,,,,,1,4,,0.0
302,302,575295,5,620120,31536000,1213.18,,,,,,,1,4,,0.0
303,303,575295,5,575030,31536000,5529.22,,,,,,,1,4,,0.0
304,304,575295,5,621924,31536000,1638.18,,,,,,,1,4,,0.0
305,305,568284,5,630626,31536000,5053.94,,,,,,,1,4,,0.0
306,306,552988,5,568284,31536000,7039.65,,,,,,,4,1,552988.0,59.39975005172593
