,Unnamed: 0_x,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Source_NodeType,Target_NodeType,similar_template_node,similarity
68,68,657526,1,536906,9720039,1.0,1.0,5.0,-25.7329,-14.9697,22.429,154.859,1,1,,0.0
69,69,636721,2,655265,10115448,2.0,,,,,,,1,2,45.0,76.29955976619797
70,70,536906,1,579305,10144850,1.0,5.0,0.0,22.429,154.859,39.8886,-41.778,1,1,,0.0
71,71,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5,,0.0
72,72,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5,,0.0
73,73,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5,,0.0
74,74,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5,,0.0
75,75,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5,,0.0
76,76,636721,2,655265,10807225,1312.0,,,,,,,1,2,45.0,76.29955976619797
77,77,536906,1,628320,10813210,1.0,5.0,4.0,22.429,154.859,0.224078,-163.624,1,1,,0.0
78,78,536906,0,571369,10822678,1.0,,,,,,,1,1,,0.0
79,79,544636,1,557269,10844499,1.0,3.0,4.0,-23.8755,-111.541,2.40053,-161.288,1,1,,0.0
80,80,464579,1,579305,10899026,1.0,0.0,0.0,33.7833,-45.4927,39.8886,-41.778,1,1,0.0,72.28684952278951
81,81,557269,1,544636,11156529,1.0,4.0,3.0,2.40053,-161.288,-23.8755,-111.541,1,1,,0.0
82,82,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5,,0.0
83,83,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5,,0.0
84,84,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5,,0.0
85,85,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5,,0.0
86,86,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5,,0.0
87,87,636721,3,638734,11233222,191.0,,,,,,,1,2,45.0,76.29955976619797
88,88,464579,0,596726,11410310,1.0,,,,,,,1,1,0.0,72.28684952278951
89,89,464579,1,537816,11928506,1.0,0.0,3.0,33.7833,-45.4927,-25.1781,-110.144,1,1,0.0,72.28684952278951
90,90,544636,1,579305,12131001,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,1,1,,0.0
91,91,588172,1,569329,12196958,1.0,4.0,0.0,3.00486,-159.23,28.7426,-41.4508,1,1,,0.0
92,92,636721,3,557626,12293584,134.0,,,,,,,1,2,45.0,76.29955976619797
93,93,536906,1,655963,12538827,1.0,5.0,0.0,22.429,154.859,29.4162,-45.8675,1,1,,0.0
94,94,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1,5,41.0,29.291359632957963
95,95,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1,5,41.0,29.291359632957963
96,96,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1,5,41.0,29.291359632957963
97,97,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1,5,41.0,29.291359632957963
98,98,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1,5,41.0,29.291359632957963
99,99,628320,1,584457,12672587,1.0,4.0,3.0,0.224078,-163.624,-24.475,-111.147,1,1,,0.0
100,100,546593,0,657526,12700843,1.0,,,,,,,1,1,,0.0
101,101,636721,0,464579,12996152,1.0,,,,,,,1,1,45.0,76.29955976619797
102,102,588172,1,482012,13309424,1.0,4.0,3.0,3.00486,-159.23,-24.5756,-110.945,1,1,,0.0
103,103,639642,0,557269,13333142,1.0,,,,,,,1,1,595298.0,55.062695663570885
104,104,464579,1,558089,13764174,1.0,0.0,3.0,33.7833,-45.4927,-24.0376,-110.73,1,1,0.0,72.28684952278951
105,105,639642,0,557269,13924472,1.0,,,,,,,1,1,595298.0,55.062695663570885
106,106,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1,5,41.0,29.291359632957963
107,107,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1,5,41.0,29.291359632957963
108,108,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1,5,41.0,29.291359632957963
109,109,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1,5,41.0,29.291359632957963
110,110,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1,5,41.0,29.291359632957963
111,111,464579,0,459726,14434570,1.0,,,,,,,1,1,0.0,72.28684952278951
112,112,585606,1,544636,14637506,1.0,3.0,3.0,-25.2324,-110.18,-23.8755,-111.541,1,1,,0.0
113,113,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
114,114,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
115,115,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
116,116,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
117,117,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1,5,,0.0
118,118,636721,1,580798,15145416,1.0,1.0,2.0,-29.6764,-11.6307,-21.1545,88.0749,1,1,45.0,76.29955976619797
119,119,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,0.0,72.28684952278951
120,120,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,0.0,72.28684952278951
121,121,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,0.0,72.28684952278951
122,122,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,0.0,72.28684952278951
123,123,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1,5,0.0,72.28684952278951
124,124,464579,1,578749,15433302,1.0,0.0,1.0,33.7833,-45.4927,-35.6034,-11.7988,1,1,0.0,72.28684952278951
125,125,639642,0,557269,15489015,1.0,,,,,,,1,1,595298.0,55.062695663570885
126,126,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,41.0,29.291359632957963
127,127,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,41.0,29.291359632957963
128,128,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,41.0,29.291359632957963
129,129,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,41.0,29.291359632957963
130,130,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1,5,41.0,29.291359632957963
131,131,636721,3,492039,16031937,1.0,,,,,,,1,2,45.0,76.29955976619797
132,132,536906,1,601496,16050163,1.0,5.0,3.0,22.429,154.859,-24.9297,-111.014,1,1,,0.0
133,133,536906,0,483005,16175332,1.0,,,,,,,1,1,,0.0
134,134,579305,1,601496,16449641,1.0,0.0,3.0,39.8886,-41.778,-24.9297,-111.014,1,1,,0.0
135,135,557269,1,655963,16775149,1.0,4.0,0.0,2.40053,-161.288,29.4162,-45.8675,1,1,,0.0
136,136,557269,0,601496,16848023,1.0,,,,,,,1,1,,0.0
137,137,655963,0,579305,17214748,1.0,,,,,,,1,1,,0.0
138,138,636721,0,492850,17810319,1.0,,,,,,,1,1,45.0,76.29955976619797
139,139,464579,1,571670,17895063,1.0,0.0,4.0,33.7833,-45.4927,5.33031,-168.957,1,1,0.0,72.28684952278951
140,140,655963,1,579305,18096375,1.0,0.0,0.0,29.4162,-45.8675,39.8886,-41.778,1,1,,0.0
141,141,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
142,142,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
143,143,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
144,144,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
145,145,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
146,146,579305,0,584457,18419436,1.0,,,,,,,1,1,,0.0
147,147,584457,1,579305,18451117,1.0,3.0,0.0,-24.475,-111.147,39.8886,-41.778,1,1,,0.0
148,148,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1,5,41.0,29.291359632957963
149,149,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1,5,41.0,29.291359632957963
150,150,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1,5,41.0,29.291359632957963
151,151,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1,5,41.0,29.291359632957963
152,152,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1,5,41.0,29.291359632957963
153,153,655963,1,601496,18505443,1.0,0.0,3.0,29.4162,-45.8675,-24.9297,-111.014,1,1,,0.0
154,154,536906,1,639642,18780504,1.0,5.0,5.0,22.429,154.859,21.5434,154.279,1,1,,0.0
155,155,492850,0,464579,19217486,1.0,,,,,,,1,1,,0.0
156,156,579305,1,639642,19337771,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279,1,1,,0.0
157,157,541907,0,628320,19810824,1.0,,,,,,,1,1,,0.0
158,158,636721,3,588802,20247857,62.0,,,,,,,1,2,45.0,76.29955976619797
159,159,464579,0,588172,20483291,1.0,,,,,,,1,1,0.0,72.28684952278951
160,160,585606,0,516873,20737235,1.0,,,,,,,1,1,,0.0
161,161,655963,1,655963,20926012,1.0,0.0,0.0,29.4162,-45.8675,29.4162,-45.8675,1,1,,0.0
162,162,492850,1,569329,21377528,1.0,3.0,0.0,-24.9904,-111.346,28.7426,-41.4508,1,1,,0.0
163,163,464579,1,500336,21428024,1.0,0.0,5.0,33.7833,-45.4927,20.7839,156.256,1,1,0.0,72.28684952278951
164,164,580798,0,588172,22137620,1.0,,,,,,,1,1,,0.0
165,165,536906,1,566580,22206280,1.0,5.0,3.0,22.429,154.859,-24.0661,-111.936,1,1,,0.0
166,166,569329,0,588172,22225957,1.0,,,,,,,1,1,41.0,29.291359632957963
167,167,569329,0,636721,22325784,1.0,,,,,,,1,1,41.0,29.291359632957963
168,168,482012,1,492850,22474096,1.0,3.0,3.0,-24.5756,-110.945,-24.9904,-111.346,1,1,,0.0
169,169,544636,1,579305,22922666,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,1,1,,0.0
170,170,636721,3,605235,23173937,1.0,,,,,,,1,2,45.0,76.29955976619797
171,171,464579,0,623468,24036025,1.0,,,,,,,1,1,0.0,72.28684952278951
172,172,588172,0,636721,24118217,1.0,,,,,,,1,1,,0.0
173,173,536906,1,477374,24135034,1.0,5.0,5.0,22.429,154.859,20.1005,154.004,1,1,,0.0
174,174,579305,0,639642,24195600,1.0,,,,,,,1,1,,0.0
175,175,483005,1,579305,24206542,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,1,1,,0.0
176,176,483005,1,579305,24255941,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,1,1,,0.0
177,177,588172,1,464579,24926025,1.0,4.0,0.0,3.00486,-159.23,33.7833,-45.4927,1,1,,0.0
178,178,636721,1,536906,25235524,1.0,1.0,5.0,-29.6764,-11.6307,22.429,154.859,1,1,45.0,76.29955976619797
179,179,639642,0,639642,25753347,1.0,,,,,,,1,1,595298.0,55.062695663570885
180,180,492850,1,588172,25926522,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,1,1,,0.0
181,181,492850,1,588172,25945503,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,1,1,,0.0
182,182,464579,1,611238,26271897,1.0,0.0,1.0,33.7833,-45.4927,-27.0582,-10.3526,1,1,0.0,72.28684952278951
183,183,636721,3,590595,26476581,277.0,,,,,,,1,2,45.0,76.29955976619797
184,184,464579,0,536906,26706183,1.0,,,,,,,1,1,0.0,72.28684952278951
185,185,557269,1,639642,26912434,1.0,4.0,5.0,2.40053,-161.288,21.5434,154.279,1,1,,0.0
186,186,536906,1,544636,26977263,1.0,5.0,3.0,22.429,154.859,-23.8755,-111.541,1,1,,0.0
187,187,492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
188,188,492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
189,189,492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
190,190,492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
191,191,492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
192,192,569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,1,5,41.0,29.291359632957963
193,193,569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,1,5,41.0,29.291359632957963
194,194,569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,1,5,41.0,29.291359632957963
195,195,569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,1,5,41.0,29.291359632957963
196,196,569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,1,5,41.0,29.291359632957963
197,197,464579,1,521673,27271090,1.0,0.0,0.0,33.7833,-45.4927,39.4571,-48.424,1,1,0.0,72.28684952278951
198,198,492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
199,199,492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
200,200,492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
201,201,492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
202,202,492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1,5,,0.0
203,203,464579,1,516393,27475931,1.0,0.0,3.0,33.7833,-45.4927,-24.3748,-111.257,1,1,0.0,72.28684952278951
204,204,569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,41.0,29.291359632957963
205,205,569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,41.0,29.291359632957963
206,206,569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,41.0,29.291359632957963
207,207,569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,41.0,29.291359632957963
208,208,569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5,41.0,29.291359632957963
209,209,580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,1,5,,0.0
210,210,580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,1,5,,0.0
211,211,580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,1,5,,0.0
212,212,580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,1,5,,0.0
213,213,580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,1,5,,0.0
214,214,569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,1,5,41.0,29.291359632957963
215,215,569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,1,5,41.0,29.291359632957963
216,216,569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,1,5,41.0,29.291359632957963
217,217,569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,1,5,41.0,29.291359632957963
218,218,569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,1,5,41.0,29.291359632957963
219,219,492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
220,220,492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
221,221,492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
222,222,492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
223,223,492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,1,5,,0.0
224,224,536906,1,557269,29212368,1.0,5.0,4.0,22.429,154.859,2.40053,-161.288,1,1,,0.0
225,225,584457,1,585606,29318786,1.0,3.0,3.0,-24.475,-111.147,-25.2324,-110.18,1,1,,0.0
226,226,464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,0.0,72.28684952278951
227,227,464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,0.0,72.28684952278951
228,228,464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,0.0,72.28684952278951
229,229,464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,0.0,72.28684952278951
230,230,464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,1,5,0.0,72.28684952278951
231,231,492850,1,580798,29917227,1.0,3.0,2.0,-24.9904,-111.346,-21.1545,88.0749,1,1,,0.0
232,232,639642,1,557269,30082351,1.0,5.0,4.0,21.5434,154.279,2.40053,-161.288,1,1,595298.0,55.062695663570885
233,233,639642,0,655963,30173088,1.0,,,,,,,1,1,595298.0,55.062695663570885
234,234,464579,1,645371,30250956,1.0,0.0,4.0,33.7833,-45.4927,-3.35086,-162.18,1,1,0.0,72.28684952278951
235,235,655963,1,579305,30703951,1.0,0.0,0.0,29.4162,-45.8675,39.8886,-41.778,1,1,,0.0
236,236,636721,2,655265,31106062,118.0,,,,,,,1,2,45.0,76.29955976619797
237,237,579305,1,655963,31126132,1.0,0.0,0.0,39.8886,-41.778,29.4162,-45.8675,1,1,,0.0
238,238,464579,5,536346,31536000,5352.39,,,,,,,1,4,0.0,72.28684952278951
239,239,464579,5,567195,31536000,1900.95,,,,,,,1,4,0.0,72.28684952278951
240,240,464579,5,527449,31536000,1574.64,,,,,,,1,4,0.0,72.28684952278951
241,241,464579,5,459381,31536000,1363.77,,,,,,,1,4,0.0,72.28684952278951
242,242,464579,5,595298,31536000,9000.7,,,,,,,1,4,0.0,72.28684952278951
243,243,464579,5,466907,31536000,1294.57,,,,,,,1,4,0.0,72.28684952278951
244,244,464579,5,577992,31536000,1895.87,,,,,,,1,4,0.0,72.28684952278951
245,245,464579,5,537281,31536000,741.67,,,,,,,1,4,0.0,72.28684952278951
246,246,464579,5,523927,31536000,5666.86,,,,,,,1,4,0.0,72.28684952278951
247,247,464579,5,595581,31536000,1840.03,,,,,,,1,4,0.0,72.28684952278951
248,248,464579,5,642329,31536000,1267.62,,,,,,,1,4,0.0,72.28684952278951
249,249,464579,5,503701,31536000,7921.31,,,,,,,1,4,0.0,72.28684952278951
250,250,464579,5,571970,31536000,119.85,,,,,,,1,4,0.0,72.28684952278951
251,251,464579,5,644226,31536000,4204.22,,,,,,,1,4,0.0,72.28684952278951
252,252,464579,5,632961,31536000,950.28,,,,,,,1,4,0.0,72.28684952278951
253,253,464579,5,473173,31536000,1737.76,,,,,,,1,4,0.0,72.28684952278951
254,254,464579,5,620120,31536000,6540.04,,,,,,,1,4,0.0,72.28684952278951
255,255,464579,5,575030,31536000,5627.55,,,,,,,1,4,0.0,72.28684952278951
256,256,482012,5,630626,31536000,5124.17,,,,,,,1,4,,0.0
257,257,482012,5,527449,31536000,283.45,,,,,,,1,4,,0.0
258,258,482012,5,459381,31536000,369.53,,,,,,,1,4,,0.0
259,259,482012,5,595298,31536000,1267.93,,,,,,,1,4,,0.0
260,260,482012,5,466907,31536000,696.89,,,,,,,1,4,,0.0
261,261,482012,5,577992,31536000,988.82,,,,,,,1,4,,0.0
